Time (CET/CEST),Day-ahead Total Load Forecast [MW],Actual Total Load [MW]
09.07.2015 20:00 - 09.07.2015 20:15,65031,67638
09.07.2015 20:15 - 09.07.2015 20:30,64155,66974
09.07.2015 20:30 - 09.07.2015 20:45,63803,66118
09.07.2015 20:45 - 09.07.2015 21:00,63197,65374
09.07.2015 21:00 - 09.07.2015 21:15,62529,64881
09.07.2015 21:15 - 09.07.2015 21:30,62255,64210
09.07.2015 21:30 - 09.07.2015 21:45,61699,63632
09.07.2015 21:45 - 09.07.2015 22:00,61172,63258
09.07.2015 22:00 - 09.07.2015 22:15,60836,63040
09.07.2015 22:15 - 09.07.2015 22:30,60601,62584
09.07.2015 22:30 - 09.07.2015 22:45,59644,61307
09.07.2015 22:45 - 09.07.2015 23:00,57933,59860
09.07.2015 23:00 - 09.07.2015 23:15,56647,58788
09.07.2015 23:15 - 09.07.2015 23:30,55447,57734
09.07.2015 23:30 - 09.07.2015 23:45,54946,56537
09.07.2015 23:45 - 10.07.2015 00:00,54167,55670
10.07.2015 00:00 - 10.07.2015 00:15,53803,54604
10.07.2015 00:15 - 10.07.2015 00:30,53250,54150
10.07.2015 00:30 - 10.07.2015 00:45,52384,53432
10.07.2015 00:45 - 10.07.2015 01:00,51323,52813
10.07.2015 01:00 - 10.07.2015 01:15,50603,52344
10.07.2015 01:15 - 10.07.2015 01:30,50236,51888
10.07.2015 01:30 - 10.07.2015 01:45,50007,51494
10.07.2015 01:45 - 10.07.2015 02:00,49291,51080
10.07.2015 02:00 - 10.07.2015 02:15,49133,50905
10.07.2015 02:15 - 10.07.2015 02:30,48936,50674
10.07.2015 02:30 - 10.07.2015 02:45,49083,50516
10.07.2015 02:45 - 10.07.2015 03:00,48385,50717
10.07.2015 03:00 - 10.07.2015 03:15,48529,50879
10.07.2015 03:15 - 10.07.2015 03:30,48688,50470
10.07.2015 03:30 - 10.07.2015 03:45,48711,50387
10.07.2015 03:45 - 10.07.2015 04:00,48850,50827
10.07.2015 04:00 - 10.07.2015 04:15,49618,51249
10.07.2015 04:15 - 10.07.2015 04:30,49928,51522
10.07.2015 04:30 - 10.07.2015 04:45,50014,51901
10.07.2015 04:45 - 10.07.2015 05:00,50463,52199
10.07.2015 05:00 - 10.07.2015 05:15,51955,53484
10.07.2015 05:15 - 10.07.2015 05:30,52289,54108
10.07.2015 05:30 - 10.07.2015 05:45,53528,55003
10.07.2015 05:45 - 10.07.2015 06:00,54950,56500
10.07.2015 06:00 - 10.07.2015 06:15,59066,60201
10.07.2015 06:15 - 10.07.2015 06:30,61162,62528
10.07.2015 06:30 - 10.07.2015 06:45,63615,64242
10.07.2015 06:45 - 10.07.2015 07:00,64645,65411
10.07.2015 07:00 - 10.07.2015 07:15,67435,68185
10.07.2015 07:15 - 10.07.2015 07:30,68531,69223
10.07.2015 07:30 - 10.07.2015 07:45,69974,70288
10.07.2015 07:45 - 10.07.2015 08:00,70114,71387
10.07.2015 08:00 - 10.07.2015 08:15,72097,72752
10.07.2015 08:15 - 10.07.2015 08:30,72835,73632
10.07.2015 08:30 - 10.07.2015 08:45,73242,74215
10.07.2015 08:45 - 10.07.2015 09:00,74161,74385
10.07.2015 09:00 - 10.07.2015 09:15,74114,74089
10.07.2015 09:15 - 10.07.2015 09:30,74031,74659
10.07.2015 09:30 - 10.07.2015 09:45,74852,75091
10.07.2015 09:45 - 10.07.2015 10:00,74563,75134
10.07.2015 10:00 - 10.07.2015 10:15,75734,75594
10.07.2015 10:15 - 10.07.2015 10:30,74779,75862
10.07.2015 10:30 - 10.07.2015 10:45,75638,76065
10.07.2015 10:45 - 10.07.2015 11:00,75903,76141
10.07.2015 11:00 - 10.07.2015 11:15,76652,76281
10.07.2015 11:15 - 10.07.2015 11:30,76442,76632
10.07.2015 11:30 - 10.07.2015 11:45,76589,76847
10.07.2015 11:45 - 10.07.2015 12:00,77293,76852
10.07.2015 12:00 - 10.07.2015 12:15,75852,76079
10.07.2015 12:15 - 10.07.2015 12:30,76152,75740
10.07.2015 12:30 - 10.07.2015 12:45,75079,75576
10.07.2015 12:45 - 10.07.2015 13:00,75146,75431
10.07.2015 13:00 - 10.07.2015 13:15,74765,74943
10.07.2015 13:15 - 10.07.2015 13:30,74311,74479
10.07.2015 13:30 - 10.07.2015 13:45,74360,73934
10.07.2015 13:45 - 10.07.2015 14:00,72677,73154
10.07.2015 14:00 - 10.07.2015 14:15,72757,72641
10.07.2015 14:15 - 10.07.2015 14:30,72817,72307
10.07.2015 14:30 - 10.07.2015 14:45,72765,72005
10.07.2015 14:45 - 10.07.2015 15:00,71986,71645
10.07.2015 15:00 - 10.07.2015 15:15,71928,71373
10.07.2015 15:15 - 10.07.2015 15:30,72027,70757
10.07.2015 15:30 - 10.07.2015 15:45,71597,70333
10.07.2015 15:45 - 10.07.2015 16:00,70180,70074
10.07.2015 16:00 - 10.07.2015 16:15,70943,69828
10.07.2015 16:15 - 10.07.2015 16:30,70098,69327
10.07.2015 16:30 - 10.07.2015 16:45,69451,69101
10.07.2015 16:45 - 10.07.2015 17:00,70296,69071
10.07.2015 17:00 - 10.07.2015 17:15,69660,68957
10.07.2015 17:15 - 10.07.2015 17:30,69422,68910
10.07.2015 17:30 - 10.07.2015 17:45,69277,69089
10.07.2015 17:45 - 10.07.2015 18:00,69160,68681
10.07.2015 18:00 - 10.07.2015 18:15,68718,68288
10.07.2015 18:15 - 10.07.2015 18:30,67899,67939
10.07.2015 18:30 - 10.07.2015 18:45,68592,67472
10.07.2015 18:45 - 10.07.2015 19:00,68189,67124
10.07.2015 19:00 - 10.07.2015 19:15,67944,67093
10.07.2015 19:15 - 10.07.2015 19:30,67675,66410
10.07.2015 19:30 - 10.07.2015 19:45,67215,65798
10.07.2015 19:45 - 10.07.2015 20:00,66363,65229
10.07.2015 20:00 - 10.07.2015 20:15,65362,64324
10.07.2015 20:15 - 10.07.2015 20:30,64294,63495
10.07.2015 20:30 - 10.07.2015 20:45,63691,62820
10.07.2015 20:45 - 10.07.2015 21:00,62846,62053
10.07.2015 21:00 - 10.07.2015 21:15,62082,61485
10.07.2015 21:15 - 10.07.2015 21:30,62075,61287
10.07.2015 21:30 - 10.07.2015 21:45,61301,60754
10.07.2015 21:45 - 10.07.2015 22:00,61052,60358
10.07.2015 22:00 - 10.07.2015 22:15,60326,60295
10.07.2015 22:15 - 10.07.2015 22:30,60015,59939
10.07.2015 22:30 - 10.07.2015 22:45,59142,59261
10.07.2015 22:45 - 10.07.2015 23:00,57897,58036
10.07.2015 23:00 - 10.07.2015 23:15,56340,56352
10.07.2015 23:15 - 10.07.2015 23:30,55556,55723
10.07.2015 23:30 - 10.07.2015 23:45,54886,54544
10.07.2015 23:45 - 11.07.2015 00:00,53868,53834
11.07.2015 00:00 - 11.07.2015 00:15,55049,52372
11.07.2015 00:15 - 11.07.2015 00:30,53894,51691
11.07.2015 00:30 - 11.07.2015 00:45,52762,50974
11.07.2015 00:45 - 11.07.2015 01:00,51879,50424
11.07.2015 01:00 - 11.07.2015 01:15,51225,49707
11.07.2015 01:15 - 11.07.2015 01:30,50343,49115
11.07.2015 01:30 - 11.07.2015 01:45,49637,48771
11.07.2015 01:45 - 11.07.2015 02:00,48974,48279
11.07.2015 02:00 - 11.07.2015 02:15,48640,47841
11.07.2015 02:15 - 11.07.2015 02:30,48199,47560
11.07.2015 02:30 - 11.07.2015 02:45,48346,47366
11.07.2015 02:45 - 11.07.2015 03:00,47686,47335
11.07.2015 03:00 - 11.07.2015 03:15,47871,47326
11.07.2015 03:15 - 11.07.2015 03:30,47705,47112
11.07.2015 03:30 - 11.07.2015 03:45,47533,46823
11.07.2015 03:45 - 11.07.2015 04:00,47361,46846
11.07.2015 04:00 - 11.07.2015 04:15,47542,46952
11.07.2015 04:15 - 11.07.2015 04:30,47251,46767
11.07.2015 04:30 - 11.07.2015 04:45,47140,46689
11.07.2015 04:45 - 11.07.2015 05:00,47137,46674
11.07.2015 05:00 - 11.07.2015 05:15,47362,46455
11.07.2015 05:15 - 11.07.2015 05:30,47152,46523
11.07.2015 05:30 - 11.07.2015 05:45,47145,46450
11.07.2015 05:45 - 11.07.2015 06:00,47283,46825
11.07.2015 06:00 - 11.07.2015 06:15,48776,47886
11.07.2015 06:15 - 11.07.2015 06:30,49340,48792
11.07.2015 06:30 - 11.07.2015 06:45,50185,49712
11.07.2015 06:45 - 11.07.2015 07:00,50626,50629
11.07.2015 07:00 - 11.07.2015 07:15,52541,51922
11.07.2015 07:15 - 11.07.2015 07:30,53332,52999
11.07.2015 07:30 - 11.07.2015 07:45,54573,54108
11.07.2015 07:45 - 11.07.2015 08:00,55694,55440
11.07.2015 08:00 - 11.07.2015 08:15,57145,56794
11.07.2015 08:15 - 11.07.2015 08:30,58010,57735
11.07.2015 08:30 - 11.07.2015 08:45,58989,58848
11.07.2015 08:45 - 11.07.2015 09:00,59628,59547
11.07.2015 09:00 - 11.07.2015 09:15,60855,60486
11.07.2015 09:15 - 11.07.2015 09:30,61928,61219
11.07.2015 09:30 - 11.07.2015 09:45,62370,61853
11.07.2015 09:45 - 11.07.2015 10:00,62903,62453
11.07.2015 10:00 - 11.07.2015 10:15,63608,63040
11.07.2015 10:15 - 11.07.2015 10:30,63872,63275
11.07.2015 10:30 - 11.07.2015 10:45,64406,63596
11.07.2015 10:45 - 11.07.2015 11:00,64731,63910
11.07.2015 11:00 - 11.07.2015 11:15,65227,64293
11.07.2015 11:15 - 11.07.2015 11:30,65601,64496
11.07.2015 11:30 - 11.07.2015 11:45,65924,64494
11.07.2015 11:45 - 11.07.2015 12:00,65911,64244
11.07.2015 12:00 - 11.07.2015 12:15,64993,63734
11.07.2015 12:15 - 11.07.2015 12:30,64493,63260
11.07.2015 12:30 - 11.07.2015 12:45,64124,62921
11.07.2015 12:45 - 11.07.2015 13:00,63812,62438
11.07.2015 13:00 - 11.07.2015 13:15,63359,61856
11.07.2015 13:15 - 11.07.2015 13:30,62809,61467
11.07.2015 13:30 - 11.07.2015 13:45,62416,60857
11.07.2015 13:45 - 11.07.2015 14:00,62021,60263
11.07.2015 14:00 - 11.07.2015 14:15,61391,59488
11.07.2015 14:15 - 11.07.2015 14:30,61608,59023
11.07.2015 14:30 - 11.07.2015 14:45,60831,58909
11.07.2015 14:45 - 11.07.2015 15:00,60707,58700
11.07.2015 15:00 - 11.07.2015 15:15,59961,58723
11.07.2015 15:15 - 11.07.2015 15:30,59760,58425
11.07.2015 15:30 - 11.07.2015 15:45,59726,58245
11.07.2015 15:45 - 11.07.2015 16:00,59368,57981
11.07.2015 16:00 - 11.07.2015 16:15,58924,57625
11.07.2015 16:15 - 11.07.2015 16:30,59064,57702
11.07.2015 16:30 - 11.07.2015 16:45,58648,57973
11.07.2015 16:45 - 11.07.2015 17:00,58748,57925
11.07.2015 17:00 - 11.07.2015 17:15,58485,58007
11.07.2015 17:15 - 11.07.2015 17:30,58654,58143
11.07.2015 17:30 - 11.07.2015 17:45,58854,58264
11.07.2015 17:45 - 11.07.2015 18:00,58969,58420
11.07.2015 18:00 - 11.07.2015 18:15,58869,57950
11.07.2015 18:15 - 11.07.2015 18:30,58829,57773
11.07.2015 18:30 - 11.07.2015 18:45,58793,57591
11.07.2015 18:45 - 11.07.2015 19:00,58210,57719
11.07.2015 19:00 - 11.07.2015 19:15,58002,57390
11.07.2015 19:15 - 11.07.2015 19:30,58000,56953
11.07.2015 19:30 - 11.07.2015 19:45,57553,56784
11.07.2015 19:45 - 11.07.2015 20:00,57159,56413
11.07.2015 20:00 - 11.07.2015 20:15,56526,55902
11.07.2015 20:15 - 11.07.2015 20:30,55653,55067
11.07.2015 20:30 - 11.07.2015 20:45,55138,54640
11.07.2015 20:45 - 11.07.2015 21:00,54872,54058
11.07.2015 21:00 - 11.07.2015 21:15,55245,53656
11.07.2015 21:15 - 11.07.2015 21:30,54265,53410
11.07.2015 21:30 - 11.07.2015 21:45,54338,53487
11.07.2015 21:45 - 11.07.2015 22:00,54267,53639
11.07.2015 22:00 - 11.07.2015 22:15,54341,54007
11.07.2015 22:15 - 11.07.2015 22:30,54142,53489
11.07.2015 22:30 - 11.07.2015 22:45,53611,52949
11.07.2015 22:45 - 11.07.2015 23:00,52744,52097
11.07.2015 23:00 - 11.07.2015 23:15,51895,51315
11.07.2015 23:15 - 11.07.2015 23:30,51029,50332
11.07.2015 23:30 - 11.07.2015 23:45,50681,49954
11.07.2015 23:45 - 12.07.2015 00:00,49489,48853
12.07.2015 00:00 - 12.07.2015 00:15,46944,48167
12.07.2015 00:15 - 12.07.2015 00:30,46253,47376
12.07.2015 00:30 - 12.07.2015 00:45,45617,46591
12.07.2015 00:45 - 12.07.2015 01:00,45033,45963
12.07.2015 01:00 - 12.07.2015 01:15,44123,45129
12.07.2015 01:15 - 12.07.2015 01:30,43470,44459
12.07.2015 01:30 - 12.07.2015 01:45,43006,44303
12.07.2015 01:45 - 12.07.2015 02:00,42607,43906
12.07.2015 02:00 - 12.07.2015 02:15,42261,43710
12.07.2015 02:15 - 12.07.2015 02:30,41796,43442
12.07.2015 02:30 - 12.07.2015 02:45,41814,43300
12.07.2015 02:45 - 12.07.2015 03:00,41624,43021
12.07.2015 03:00 - 12.07.2015 03:15,41522,42708
12.07.2015 03:15 - 12.07.2015 03:30,41351,42528
12.07.2015 03:30 - 12.07.2015 03:45,41562,42355
12.07.2015 03:45 - 12.07.2015 04:00,41019,41983
12.07.2015 04:00 - 12.07.2015 04:15,41151,42072
12.07.2015 04:15 - 12.07.2015 04:30,40981,42203
12.07.2015 04:30 - 12.07.2015 04:45,40913,42108
12.07.2015 04:45 - 12.07.2015 05:00,40770,41961
12.07.2015 05:00 - 12.07.2015 05:15,40908,41598
12.07.2015 05:15 - 12.07.2015 05:30,40503,41297
12.07.2015 05:30 - 12.07.2015 05:45,40508,41182
12.07.2015 05:45 - 12.07.2015 06:00,40513,41210
12.07.2015 06:00 - 12.07.2015 06:15,41040,41710
12.07.2015 06:15 - 12.07.2015 06:30,41432,42282
12.07.2015 06:30 - 12.07.2015 06:45,41625,42582
12.07.2015 06:45 - 12.07.2015 07:00,42215,43051
12.07.2015 07:00 - 12.07.2015 07:15,43538,43902
12.07.2015 07:15 - 12.07.2015 07:30,43933,44803
12.07.2015 07:30 - 12.07.2015 07:45,44919,45705
12.07.2015 07:45 - 12.07.2015 08:00,45713,46781
12.07.2015 08:00 - 12.07.2015 08:15,47051,47827
12.07.2015 08:15 - 12.07.2015 08:30,48038,48846
12.07.2015 08:30 - 12.07.2015 08:45,48667,49529
12.07.2015 08:45 - 12.07.2015 09:00,49759,50543
12.07.2015 09:00 - 12.07.2015 09:15,50772,51545
12.07.2015 09:15 - 12.07.2015 09:30,51828,52299
12.07.2015 09:30 - 12.07.2015 09:45,52388,52820
12.07.2015 09:45 - 12.07.2015 10:00,53063,53514
12.07.2015 10:00 - 12.07.2015 10:15,54039,54348
12.07.2015 10:15 - 12.07.2015 10:30,54621,54744
12.07.2015 10:30 - 12.07.2015 10:45,55252,55364
12.07.2015 10:45 - 12.07.2015 11:00,55550,55910
12.07.2015 11:00 - 12.07.2015 11:15,56736,56733
12.07.2015 11:15 - 12.07.2015 11:30,57524,57126
12.07.2015 11:30 - 12.07.2015 11:45,58076,57692
12.07.2015 11:45 - 12.07.2015 12:00,58328,57711
12.07.2015 12:00 - 12.07.2015 12:15,57982,57744
12.07.2015 12:15 - 12.07.2015 12:30,57748,57195
12.07.2015 12:30 - 12.07.2015 12:45,56988,57000
12.07.2015 12:45 - 12.07.2015 13:00,56540,56698
12.07.2015 13:00 - 12.07.2015 13:15,56516,56314
12.07.2015 13:15 - 12.07.2015 13:30,56055,55660
12.07.2015 13:30 - 12.07.2015 13:45,55295,55303
12.07.2015 13:45 - 12.07.2015 14:00,55000,54915
12.07.2015 14:00 - 12.07.2015 14:15,55034,54762
12.07.2015 14:15 - 12.07.2015 14:30,55241,54675
12.07.2015 14:30 - 12.07.2015 14:45,54477,54441
12.07.2015 14:45 - 12.07.2015 15:00,54643,54468
12.07.2015 15:00 - 12.07.2015 15:15,54316,53999
12.07.2015 15:15 - 12.07.2015 15:30,54128,53821
12.07.2015 15:30 - 12.07.2015 15:45,53921,53386
12.07.2015 15:45 - 12.07.2015 16:00,53454,53398
12.07.2015 16:00 - 12.07.2015 16:15,53496,53386
12.07.2015 16:15 - 12.07.2015 16:30,53444,53243
12.07.2015 16:30 - 12.07.2015 16:45,52862,53396
12.07.2015 16:45 - 12.07.2015 17:00,53146,53603
12.07.2015 17:00 - 12.07.2015 17:15,53970,54622
12.07.2015 17:15 - 12.07.2015 17:30,54510,54919
12.07.2015 17:30 - 12.07.2015 17:45,54438,55136
12.07.2015 17:45 - 12.07.2015 18:00,54208,55387
12.07.2015 18:00 - 12.07.2015 18:15,54630,56119
12.07.2015 18:15 - 12.07.2015 18:30,54772,56086
12.07.2015 18:30 - 12.07.2015 18:45,55360,56137
12.07.2015 18:45 - 12.07.2015 19:00,55203,56134
12.07.2015 19:00 - 12.07.2015 19:15,54868,56205
12.07.2015 19:15 - 12.07.2015 19:30,54850,56078
12.07.2015 19:30 - 12.07.2015 19:45,54424,56032
12.07.2015 19:45 - 12.07.2015 20:00,53858,55749
12.07.2015 20:00 - 12.07.2015 20:15,54195,55830
12.07.2015 20:15 - 12.07.2015 20:30,53748,55441
12.07.2015 20:30 - 12.07.2015 20:45,53610,55079
12.07.2015 20:45 - 12.07.2015 21:00,53098,54733
12.07.2015 21:00 - 12.07.2015 21:15,53338,54606
12.07.2015 21:15 - 12.07.2015 21:30,53427,54821
12.07.2015 21:30 - 12.07.2015 21:45,53310,54908
12.07.2015 21:45 - 12.07.2015 22:00,53670,54944
12.07.2015 22:00 - 12.07.2015 22:15,54104,55804
12.07.2015 22:15 - 12.07.2015 22:30,53875,55254
12.07.2015 22:30 - 12.07.2015 22:45,52896,54639
12.07.2015 22:45 - 12.07.2015 23:00,52251,53741
12.07.2015 23:00 - 12.07.2015 23:15,50907,52569
12.07.2015 23:15 - 12.07.2015 23:30,49695,51721
12.07.2015 23:30 - 12.07.2015 23:45,49389,51036
12.07.2015 23:45 - 13.07.2015 00:00,48795,50244
13.07.2015 00:00 - 13.07.2015 00:15,49201,49568
13.07.2015 00:15 - 13.07.2015 00:30,48467,48791
13.07.2015 00:30 - 13.07.2015 00:45,47737,48292
13.07.2015 00:45 - 13.07.2015 01:00,47258,47723
13.07.2015 01:00 - 13.07.2015 01:15,46628,47154
13.07.2015 01:15 - 13.07.2015 01:30,46254,46707
13.07.2015 01:30 - 13.07.2015 01:45,46100,46614
13.07.2015 01:45 - 13.07.2015 02:00,45614,46442
13.07.2015 02:00 - 13.07.2015 02:15,45222,46161
13.07.2015 02:15 - 13.07.2015 02:30,44778,45865
13.07.2015 02:30 - 13.07.2015 02:45,45094,45845
13.07.2015 02:45 - 13.07.2015 03:00,44755,45495
13.07.2015 03:00 - 13.07.2015 03:15,44966,45524
13.07.2015 03:15 - 13.07.2015 03:30,45175,45508
13.07.2015 03:30 - 13.07.2015 03:45,45607,45902
13.07.2015 03:45 - 13.07.2015 04:00,45572,46151
13.07.2015 04:00 - 13.07.2015 04:15,46193,46878
13.07.2015 04:15 - 13.07.2015 04:30,46356,47321
13.07.2015 04:30 - 13.07.2015 04:45,46849,47998
13.07.2015 04:45 - 13.07.2015 05:00,47482,48827
13.07.2015 05:00 - 13.07.2015 05:15,49487,50231
13.07.2015 05:15 - 13.07.2015 05:30,49469,50936
13.07.2015 05:30 - 13.07.2015 05:45,51188,52346
13.07.2015 05:45 - 13.07.2015 06:00,52767,54021
13.07.2015 06:00 - 13.07.2015 06:15,56906,58043
13.07.2015 06:15 - 13.07.2015 06:30,59151,60514
13.07.2015 06:30 - 13.07.2015 06:45,61613,62640
13.07.2015 06:45 - 13.07.2015 07:00,63424,64480
13.07.2015 07:00 - 13.07.2015 07:15,65821,67421
13.07.2015 07:15 - 13.07.2015 07:30,67478,68928
13.07.2015 07:30 - 13.07.2015 07:45,68991,70245
13.07.2015 07:45 - 13.07.2015 08:00,69345,71305
13.07.2015 08:00 - 13.07.2015 08:15,71313,72725
13.07.2015 08:15 - 13.07.2015 08:30,71790,73457
13.07.2015 08:30 - 13.07.2015 08:45,72358,74092
13.07.2015 08:45 - 13.07.2015 09:00,73033,74715
13.07.2015 09:00 - 13.07.2015 09:15,72915,75139
13.07.2015 09:15 - 13.07.2015 09:30,73109,75636
13.07.2015 09:30 - 13.07.2015 09:45,73862,76352
13.07.2015 09:45 - 13.07.2015 10:00,74040,76804
13.07.2015 10:00 - 13.07.2015 10:15,74499,77121
13.07.2015 10:15 - 13.07.2015 10:30,74152,77519
13.07.2015 10:30 - 13.07.2015 10:45,74999,77777
13.07.2015 10:45 - 13.07.2015 11:00,75712,78143
13.07.2015 11:00 - 13.07.2015 11:15,76089,78469
13.07.2015 11:15 - 13.07.2015 11:30,76054,78999
13.07.2015 11:30 - 13.07.2015 11:45,76233,79539
13.07.2015 11:45 - 13.07.2015 12:00,76385,79380
13.07.2015 12:00 - 13.07.2015 12:15,75948,78420
13.07.2015 12:15 - 13.07.2015 12:30,75770,78060
13.07.2015 12:30 - 13.07.2015 12:45,75234,78090
13.07.2015 12:45 - 13.07.2015 13:00,75534,78181
13.07.2015 13:00 - 13.07.2015 13:15,75574,78043
13.07.2015 13:15 - 13.07.2015 13:30,74738,77883
13.07.2015 13:30 - 13.07.2015 13:45,74337,77155
13.07.2015 13:45 - 13.07.2015 14:00,74151,76511
13.07.2015 14:00 - 13.07.2015 14:15,73510,76163
13.07.2015 14:15 - 13.07.2015 14:30,73736,75994
13.07.2015 14:30 - 13.07.2015 14:45,73165,75674
13.07.2015 14:45 - 13.07.2015 15:00,73117,75284
13.07.2015 15:00 - 13.07.2015 15:15,73054,75135
13.07.2015 15:15 - 13.07.2015 15:30,71985,74677
13.07.2015 15:30 - 13.07.2015 15:45,71598,74321
13.07.2015 15:45 - 13.07.2015 16:00,70891,73817
13.07.2015 16:00 - 13.07.2015 16:15,70658,73328
13.07.2015 16:15 - 13.07.2015 16:30,70295,73084
13.07.2015 16:30 - 13.07.2015 16:45,69838,72789
13.07.2015 16:45 - 13.07.2015 17:00,69613,72516
13.07.2015 17:00 - 13.07.2015 17:15,69140,72704
13.07.2015 17:15 - 13.07.2015 17:30,69604,72843
13.07.2015 17:30 - 13.07.2015 17:45,69572,72963
13.07.2015 17:45 - 13.07.2015 18:00,69569,72682
13.07.2015 18:00 - 13.07.2015 18:15,69122,71883
13.07.2015 18:15 - 13.07.2015 18:30,68669,71614
13.07.2015 18:30 - 13.07.2015 18:45,69081,71583
13.07.2015 18:45 - 13.07.2015 19:00,68631,71496
13.07.2015 19:00 - 13.07.2015 19:15,68076,70926
13.07.2015 19:15 - 13.07.2015 19:30,67779,70582
13.07.2015 19:30 - 13.07.2015 19:45,67849,70084
13.07.2015 19:45 - 13.07.2015 20:00,67594,69585
13.07.2015 20:00 - 13.07.2015 20:15,66953,68419
13.07.2015 20:15 - 13.07.2015 20:30,65757,67395
13.07.2015 20:30 - 13.07.2015 20:45,65107,66728
13.07.2015 20:45 - 13.07.2015 21:00,64678,66054
13.07.2015 21:00 - 13.07.2015 21:15,63790,65305
13.07.2015 21:15 - 13.07.2015 21:30,62913,64595
13.07.2015 21:30 - 13.07.2015 21:45,62338,64302
13.07.2015 21:45 - 13.07.2015 22:00,61825,63518
13.07.2015 22:00 - 13.07.2015 22:15,61165,62833
13.07.2015 22:15 - 13.07.2015 22:30,60653,61558
13.07.2015 22:30 - 13.07.2015 22:45,59513,60327
13.07.2015 22:45 - 13.07.2015 23:00,58383,59209
13.07.2015 23:00 - 13.07.2015 23:15,56826,57671
13.07.2015 23:15 - 13.07.2015 23:30,55566,56632
13.07.2015 23:30 - 13.07.2015 23:45,54568,55646
13.07.2015 23:45 - 14.07.2015 00:00,53524,54983
14.07.2015 00:00 - 14.07.2015 00:15,52200,54585
14.07.2015 00:15 - 14.07.2015 00:30,51484,53682
14.07.2015 00:30 - 14.07.2015 00:45,50972,53491
14.07.2015 00:45 - 14.07.2015 01:00,50412,52739
14.07.2015 01:00 - 14.07.2015 01:15,49367,51864
14.07.2015 01:15 - 14.07.2015 01:30,48819,51209
14.07.2015 01:30 - 14.07.2015 01:45,48369,51018
14.07.2015 01:45 - 14.07.2015 02:00,48079,50611
14.07.2015 02:00 - 14.07.2015 02:15,47900,50210
14.07.2015 02:15 - 14.07.2015 02:30,47462,49911
14.07.2015 02:30 - 14.07.2015 02:45,47472,49798
14.07.2015 02:45 - 14.07.2015 03:00,47323,49741
14.07.2015 03:00 - 14.07.2015 03:15,47390,50038
14.07.2015 03:15 - 14.07.2015 03:30,47208,49925
14.07.2015 03:30 - 14.07.2015 03:45,47419,50018
14.07.2015 03:45 - 14.07.2015 04:00,47477,50110
14.07.2015 04:00 - 14.07.2015 04:15,48213,50802
14.07.2015 04:15 - 14.07.2015 04:30,48291,50990
14.07.2015 04:30 - 14.07.2015 04:45,48592,51430
14.07.2015 04:45 - 14.07.2015 05:00,49070,51995
14.07.2015 05:00 - 14.07.2015 05:15,50699,53393
14.07.2015 05:15 - 14.07.2015 05:30,50884,53999
14.07.2015 05:30 - 14.07.2015 05:45,52175,55033
14.07.2015 05:45 - 14.07.2015 06:00,53489,56455
14.07.2015 06:00 - 14.07.2015 06:15,57114,60093
14.07.2015 06:15 - 14.07.2015 06:30,59418,62837
14.07.2015 06:30 - 14.07.2015 06:45,60919,64497
14.07.2015 06:45 - 14.07.2015 07:00,62497,66302
14.07.2015 07:00 - 14.07.2015 07:15,64959,68850
14.07.2015 07:15 - 14.07.2015 07:30,67285,70329
14.07.2015 07:30 - 14.07.2015 07:45,68568,71620
14.07.2015 07:45 - 14.07.2015 08:00,69450,72701
14.07.2015 08:00 - 14.07.2015 08:15,71015,73982
14.07.2015 08:15 - 14.07.2015 08:30,71562,74535
14.07.2015 08:30 - 14.07.2015 08:45,72132,75383
14.07.2015 08:45 - 14.07.2015 09:00,72514,75786
14.07.2015 09:00 - 14.07.2015 09:15,72281,75509
14.07.2015 09:15 - 14.07.2015 09:30,72502,75960
14.07.2015 09:30 - 14.07.2015 09:45,73523,76894
14.07.2015 09:45 - 14.07.2015 10:00,73955,77253
14.07.2015 10:00 - 14.07.2015 10:15,74355,77461
14.07.2015 10:15 - 14.07.2015 10:30,74236,77803
14.07.2015 10:30 - 14.07.2015 10:45,74979,78327
14.07.2015 10:45 - 14.07.2015 11:00,75333,78796
14.07.2015 11:00 - 14.07.2015 11:15,75739,79429
14.07.2015 11:15 - 14.07.2015 11:30,75996,79933
14.07.2015 11:30 - 14.07.2015 11:45,76080,80304
14.07.2015 11:45 - 14.07.2015 12:00,76081,79907
14.07.2015 12:00 - 14.07.2015 12:15,75650,79258
14.07.2015 12:15 - 14.07.2015 12:30,75021,78849
14.07.2015 12:30 - 14.07.2015 12:45,75041,78621
14.07.2015 12:45 - 14.07.2015 13:00,75458,78719
14.07.2015 13:00 - 14.07.2015 13:15,75584,78517
14.07.2015 13:15 - 14.07.2015 13:30,75097,78558
14.07.2015 13:30 - 14.07.2015 13:45,74460,78048
14.07.2015 13:45 - 14.07.2015 14:00,74460,77298
14.07.2015 14:00 - 14.07.2015 14:15,73673,76862
14.07.2015 14:15 - 14.07.2015 14:30,74129,77000
14.07.2015 14:30 - 14.07.2015 14:45,73695,77046
14.07.2015 14:45 - 14.07.2015 15:00,73751,76604
14.07.2015 15:00 - 14.07.2015 15:15,73584,76128
14.07.2015 15:15 - 14.07.2015 15:30,72399,75676
14.07.2015 15:30 - 14.07.2015 15:45,72740,75089
14.07.2015 15:45 - 14.07.2015 16:00,71682,74662
14.07.2015 16:00 - 14.07.2015 16:15,71565,74157
