"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-AT-LU","Actual Total Load [MW] - BZN|DE-AT-LU"
"28.07.2018 08:00 - 28.07.2018 08:15","56698","57495"
"28.07.2018 08:15 - 28.07.2018 08:30","57345","58123"
"28.07.2018 08:30 - 28.07.2018 08:45","58176","59356"
"28.07.2018 08:45 - 28.07.2018 09:00","58907","60349"
"28.07.2018 09:00 - 28.07.2018 09:15","59732","61195"
"28.07.2018 09:15 - 28.07.2018 09:30","60916","61888"
"28.07.2018 09:30 - 28.07.2018 09:45","61416","62621"
"28.07.2018 09:45 - 28.07.2018 10:00","62318","63225"
"28.07.2018 10:00 - 28.07.2018 10:15","62478","63641"
"28.07.2018 10:15 - 28.07.2018 10:30","62723","63978"
"28.07.2018 10:30 - 28.07.2018 10:45","62983","64069"
"28.07.2018 10:45 - 28.07.2018 11:00","63303","64818"
"28.07.2018 11:00 - 28.07.2018 11:15","63651","64771"
"28.07.2018 11:15 - 28.07.2018 11:30","63973","65033"
"28.07.2018 11:30 - 28.07.2018 11:45","64276","65485"
"28.07.2018 11:45 - 28.07.2018 12:00","63639","65250"
"28.07.2018 12:00 - 28.07.2018 12:15","63507","64976"
"28.07.2018 12:15 - 28.07.2018 12:30","63325","64400"
"28.07.2018 12:30 - 28.07.2018 12:45","62759","63812"
"28.07.2018 12:45 - 28.07.2018 13:00","62406","63149"
"28.07.2018 13:00 - 28.07.2018 13:15","61591","62545"
"28.07.2018 13:15 - 28.07.2018 13:30","61456","62137"
"28.07.2018 13:30 - 28.07.2018 13:45","60835","61907"
"28.07.2018 13:45 - 28.07.2018 14:00","60197","61096"
"28.07.2018 14:00 - 28.07.2018 14:15","59628","60605"
"28.07.2018 14:15 - 28.07.2018 14:30","59052","60535"
"28.07.2018 14:30 - 28.07.2018 14:45","58879","60353"
"28.07.2018 14:45 - 28.07.2018 15:00","59000","60268"
"28.07.2018 15:00 - 28.07.2018 15:15","59372","59820"
"28.07.2018 15:15 - 28.07.2018 15:30","58638","59697"
"28.07.2018 15:30 - 28.07.2018 15:45","58634","59622"
"28.07.2018 15:45 - 28.07.2018 16:00","58313","59751"
"28.07.2018 16:00 - 28.07.2018 16:15","58636","59972"
"28.07.2018 16:15 - 28.07.2018 16:30","59008","60064"
"28.07.2018 16:30 - 28.07.2018 16:45","59374","59710"
"28.07.2018 16:45 - 28.07.2018 17:00","58612","59447"
"28.07.2018 17:00 - 28.07.2018 17:15","58980","59558"
"28.07.2018 17:15 - 28.07.2018 17:30","59195","59294"
"28.07.2018 17:30 - 28.07.2018 17:45","59406","59607"
"28.07.2018 17:45 - 28.07.2018 18:00","59424","59764"
"28.07.2018 18:00 - 28.07.2018 18:15","59486","59740"
"28.07.2018 18:15 - 28.07.2018 18:30","59465","59705"
"28.07.2018 18:30 - 28.07.2018 18:45","59323","59462"
"28.07.2018 18:45 - 28.07.2018 19:00","58827","59305"
"28.07.2018 19:00 - 28.07.2018 19:15","58556","59169"
"28.07.2018 19:15 - 28.07.2018 19:30","58359","58899"
"28.07.2018 19:30 - 28.07.2018 19:45","57999","58290"
"28.07.2018 19:45 - 28.07.2018 20:00","56833","57880"
"28.07.2018 20:00 - 28.07.2018 20:15","56788","57136"
"28.07.2018 20:15 - 28.07.2018 20:30","56003","56721"
"28.07.2018 20:30 - 28.07.2018 20:45","55240","56187"
"28.07.2018 20:45 - 28.07.2018 21:00","55197","55716"
"28.07.2018 21:00 - 28.07.2018 21:15","54565","55442"
"28.07.2018 21:15 - 28.07.2018 21:30","54525","54985"
"28.07.2018 21:30 - 28.07.2018 21:45","54854","55107"
"28.07.2018 21:45 - 28.07.2018 22:00","54677","55356"
"28.07.2018 22:00 - 28.07.2018 22:15","55130","55080"
"28.07.2018 22:15 - 28.07.2018 22:30","53897","54392"
"28.07.2018 22:30 - 28.07.2018 22:45","53468","53472"
"28.07.2018 22:45 - 28.07.2018 23:00","52327","52724"
"28.07.2018 23:00 - 28.07.2018 23:15","51841","51595"
"28.07.2018 23:15 - 28.07.2018 23:30","51063","50767"
"28.07.2018 23:30 - 28.07.2018 23:45","49999","49830"
"28.07.2018 23:45 - 29.07.2018 00:00","49364","49064"
"29.07.2018 00:00 - 29.07.2018 00:15","47188","47887"
"29.07.2018 00:15 - 29.07.2018 00:30","46406","47449"
"29.07.2018 00:30 - 29.07.2018 00:45","45757","47008"
"29.07.2018 00:45 - 29.07.2018 01:00","45140","46866"
"29.07.2018 01:00 - 29.07.2018 01:15","44622","46268"
"29.07.2018 01:15 - 29.07.2018 01:30","44064","46013"
"29.07.2018 01:30 - 29.07.2018 01:45","43552","45469"
"29.07.2018 01:45 - 29.07.2018 02:00","43180","45024"
"29.07.2018 02:00 - 29.07.2018 02:15","42947","44508"
"29.07.2018 02:15 - 29.07.2018 02:30","42634","44206"
"29.07.2018 02:30 - 29.07.2018 02:45","42330","43798"
"29.07.2018 02:45 - 29.07.2018 03:00","42138","43446"
"29.07.2018 03:00 - 29.07.2018 03:15","42053","43769"
"29.07.2018 03:15 - 29.07.2018 03:30","41988","43523"
"29.07.2018 03:30 - 29.07.2018 03:45","41807","43198"
"29.07.2018 03:45 - 29.07.2018 04:00","41649","42766"
"29.07.2018 04:00 - 29.07.2018 04:15","41726","42881"
"29.07.2018 04:15 - 29.07.2018 04:30","41786","42633"
"29.07.2018 04:30 - 29.07.2018 04:45","41763","42535"
"29.07.2018 04:45 - 29.07.2018 05:00","41694","42512"
"29.07.2018 05:00 - 29.07.2018 05:15","41864","42861"
"29.07.2018 05:15 - 29.07.2018 05:30","41771","42730"
"29.07.2018 05:30 - 29.07.2018 05:45","41630","42510"
"29.07.2018 05:45 - 29.07.2018 06:00","41555","42104"
"29.07.2018 06:00 - 29.07.2018 06:15","41488","42743"
"29.07.2018 06:15 - 29.07.2018 06:30","41916","43007"
"29.07.2018 06:30 - 29.07.2018 06:45","42243","43498"
"29.07.2018 06:45 - 29.07.2018 07:00","42670","43771"
"29.07.2018 07:00 - 29.07.2018 07:15","43456","44374"
"29.07.2018 07:15 - 29.07.2018 07:30","44182","45173"
"29.07.2018 07:30 - 29.07.2018 07:45","45543","46158"
"29.07.2018 07:45 - 29.07.2018 08:00","46665","46998"
"29.07.2018 08:00 - 29.07.2018 08:15","47819","48094"
"29.07.2018 08:15 - 29.07.2018 08:30","48671","48710"
"29.07.2018 08:30 - 29.07.2018 08:45","49733","49458"
"29.07.2018 08:45 - 29.07.2018 09:00","50530","50025"
"29.07.2018 09:00 - 29.07.2018 09:15","51660","50708"
"29.07.2018 09:15 - 29.07.2018 09:30","52479","51301"
"29.07.2018 09:30 - 29.07.2018 09:45","53249","52039"
"29.07.2018 09:45 - 29.07.2018 10:00","53867","52933"
"29.07.2018 10:00 - 29.07.2018 10:15","54541","53294"
"29.07.2018 10:15 - 29.07.2018 10:30","55280","53474"
"29.07.2018 10:30 - 29.07.2018 10:45","55784","53776"
"29.07.2018 10:45 - 29.07.2018 11:00","56343","54414"
"29.07.2018 11:00 - 29.07.2018 11:15","57061","55325"
"29.07.2018 11:15 - 29.07.2018 11:30","57824","56094"
"29.07.2018 11:30 - 29.07.2018 11:45","58281","56735"
"29.07.2018 11:45 - 29.07.2018 12:00","57786","56676"
"29.07.2018 12:00 - 29.07.2018 12:15","57910","56501"
"29.07.2018 12:15 - 29.07.2018 12:30","57767","56052"
"29.07.2018 12:30 - 29.07.2018 12:45","56982","55712"
"29.07.2018 12:45 - 29.07.2018 13:00","56603","55357"
"29.07.2018 13:00 - 29.07.2018 13:15","55724","54793"
"29.07.2018 13:15 - 29.07.2018 13:30","55605","54129"
"29.07.2018 13:30 - 29.07.2018 13:45","55339","54083"
"29.07.2018 13:45 - 29.07.2018 14:00","54700","53789"
"29.07.2018 14:00 - 29.07.2018 14:15","54503","53731"
"29.07.2018 14:15 - 29.07.2018 14:30","53936","53269"
"29.07.2018 14:30 - 29.07.2018 14:45","53727","52825"
"29.07.2018 14:45 - 29.07.2018 15:00","54035","52863"
"29.07.2018 15:00 - 29.07.2018 15:15","54031","52879"
"29.07.2018 15:15 - 29.07.2018 15:30","53577","52634"
"29.07.2018 15:30 - 29.07.2018 15:45","53692","52451"
"29.07.2018 15:45 - 29.07.2018 16:00","53492","52259"
"29.07.2018 16:00 - 29.07.2018 16:15","53644","52619"
"29.07.2018 16:15 - 29.07.2018 16:30","53879","52528"
"29.07.2018 16:30 - 29.07.2018 16:45","53738","52404"
"29.07.2018 16:45 - 29.07.2018 17:00","53616","52759"
"29.07.2018 17:00 - 29.07.2018 17:15","53969","53528"
"29.07.2018 17:15 - 29.07.2018 17:30","54149","53541"
"29.07.2018 17:30 - 29.07.2018 17:45","54847","53790"
"29.07.2018 17:45 - 29.07.2018 18:00","54911","53696"
"29.07.2018 18:00 - 29.07.2018 18:15","55222","54376"
"29.07.2018 18:15 - 29.07.2018 18:30","55471","54614"
"29.07.2018 18:30 - 29.07.2018 18:45","55728","54637"
"29.07.2018 18:45 - 29.07.2018 19:00","55718","54712"
"29.07.2018 19:00 - 29.07.2018 19:15","55554","55030"
"29.07.2018 19:15 - 29.07.2018 19:30","55242","54680"
"29.07.2018 19:30 - 29.07.2018 19:45","55003","54546"
"29.07.2018 19:45 - 29.07.2018 20:00","54425","54601"
"29.07.2018 20:00 - 29.07.2018 20:15","54520","54893"
"29.07.2018 20:15 - 29.07.2018 20:30","54373","54854"
"29.07.2018 20:30 - 29.07.2018 20:45","53553","54614"
"29.07.2018 20:45 - 29.07.2018 21:00","53541","54351"
"29.07.2018 21:00 - 29.07.2018 21:15","52994","54539"
"29.07.2018 21:15 - 29.07.2018 21:30","53106","54872"
"29.07.2018 21:30 - 29.07.2018 21:45","53518","55335"
"29.07.2018 21:45 - 29.07.2018 22:00","53661","55647"
"29.07.2018 22:00 - 29.07.2018 22:15","54283","55912"
"29.07.2018 22:15 - 29.07.2018 22:30","53726","55406"
"29.07.2018 22:30 - 29.07.2018 22:45","52896","54555"
"29.07.2018 22:45 - 29.07.2018 23:00","51825","53647"
"29.07.2018 23:00 - 29.07.2018 23:15","50863","52646"
"29.07.2018 23:15 - 29.07.2018 23:30","50087","51928"
"29.07.2018 23:30 - 29.07.2018 23:45","49326","51091"
"29.07.2018 23:45 - 30.07.2018 00:00","48567","50342"
"30.07.2018 00:00 - 30.07.2018 00:15","48569","49837"
"30.07.2018 00:15 - 30.07.2018 00:30","47743","49451"
"30.07.2018 00:30 - 30.07.2018 00:45","47167","49122"
"30.07.2018 00:45 - 30.07.2018 01:00","46616","48728"
"30.07.2018 01:00 - 30.07.2018 01:15","46234","48125"
"30.07.2018 01:15 - 30.07.2018 01:30","45824","47854"
"30.07.2018 01:30 - 30.07.2018 01:45","45485","47521"
"30.07.2018 01:45 - 30.07.2018 02:00","45188","47379"
"30.07.2018 02:00 - 30.07.2018 02:15","45015","47063"
"30.07.2018 02:15 - 30.07.2018 02:30","44819","46779"
"30.07.2018 02:30 - 30.07.2018 02:45","44735","46661"
"30.07.2018 02:45 - 30.07.2018 03:00","44654","46607"
"30.07.2018 03:00 - 30.07.2018 03:15","44691","46823"
"30.07.2018 03:15 - 30.07.2018 03:30","44722","46771"
"30.07.2018 03:30 - 30.07.2018 03:45","44741","46833"
"30.07.2018 03:45 - 30.07.2018 04:00","44886","46759"
"30.07.2018 04:00 - 30.07.2018 04:15","45518","47092"
"30.07.2018 04:15 - 30.07.2018 04:30","45967","47212"
"30.07.2018 04:30 - 30.07.2018 04:45","46543","47579"
"30.07.2018 04:45 - 30.07.2018 05:00","47184","48309"
"30.07.2018 05:00 - 30.07.2018 05:15","48615","50164"
"30.07.2018 05:15 - 30.07.2018 05:30","49563","50754"
"30.07.2018 05:30 - 30.07.2018 05:45","50911","51619"
"30.07.2018 05:45 - 30.07.2018 06:00","52553","53069"
"30.07.2018 06:00 - 30.07.2018 06:15","55888","56646"
"30.07.2018 06:15 - 30.07.2018 06:30","58368","58572"
"30.07.2018 06:30 - 30.07.2018 06:45","60258","60484"
"30.07.2018 06:45 - 30.07.2018 07:00","62091","62018"
"30.07.2018 07:00 - 30.07.2018 07:15","64104","64199"
"30.07.2018 07:15 - 30.07.2018 07:30","65583","65756"
"30.07.2018 07:30 - 30.07.2018 07:45","66839","67115"
"30.07.2018 07:45 - 30.07.2018 08:00","67994","68196"
"30.07.2018 08:00 - 30.07.2018 08:15","69186","69398"
"30.07.2018 08:15 - 30.07.2018 08:30","69830","70431"
"30.07.2018 08:30 - 30.07.2018 08:45","70236","71181"
"30.07.2018 08:45 - 30.07.2018 09:00","70413","71826"
"30.07.2018 09:00 - 30.07.2018 09:15","70286","71828"
"30.07.2018 09:15 - 30.07.2018 09:30","70933","72473"
"30.07.2018 09:30 - 30.07.2018 09:45","71528","73327"
"30.07.2018 09:45 - 30.07.2018 10:00","71758","73694"
"30.07.2018 10:00 - 30.07.2018 10:15","72193","73938"
"30.07.2018 10:15 - 30.07.2018 10:30","72585","74364"
"30.07.2018 10:30 - 30.07.2018 10:45","72964","74856"
"30.07.2018 10:45 - 30.07.2018 11:00","73288","75391"
"30.07.2018 11:00 - 30.07.2018 11:15","73872","75678"
"30.07.2018 11:15 - 30.07.2018 11:30","74497","76123"
"30.07.2018 11:30 - 30.07.2018 11:45","74732","76468"
"30.07.2018 11:45 - 30.07.2018 12:00","74780","76541"
"30.07.2018 12:00 - 30.07.2018 12:15","73633","76055"
"30.07.2018 12:15 - 30.07.2018 12:30","72897","75460"
"30.07.2018 12:30 - 30.07.2018 12:45","73230","75626"
"30.07.2018 12:45 - 30.07.2018 13:00","72463","75760"
"30.07.2018 13:00 - 30.07.2018 13:15","73423","75636"
"30.07.2018 13:15 - 30.07.2018 13:30","72912","75390"
"30.07.2018 13:30 - 30.07.2018 13:45","72446","75185"
"30.07.2018 13:45 - 30.07.2018 14:00","72427","74882"
"30.07.2018 14:00 - 30.07.2018 14:15","72092","74470"
"30.07.2018 14:15 - 30.07.2018 14:30","71810","74265"
"30.07.2018 14:30 - 30.07.2018 14:45","70941","73940"
"30.07.2018 14:45 - 30.07.2018 15:00","70975","73974"
"30.07.2018 15:00 - 30.07.2018 15:15","70585","73831"
"30.07.2018 15:15 - 30.07.2018 15:30","70806","73430"
"30.07.2018 15:30 - 30.07.2018 15:45","70263","73068"
"30.07.2018 15:45 - 30.07.2018 16:00","70002","72592"
"30.07.2018 16:00 - 30.07.2018 16:15","69183","72473"
"30.07.2018 16:15 - 30.07.2018 16:30","68619","71940"
"30.07.2018 16:30 - 30.07.2018 16:45","67913","71642"
"30.07.2018 16:45 - 30.07.2018 17:00","68756","71361"
"30.07.2018 17:00 - 30.07.2018 17:15","68649","71249"
"30.07.2018 17:15 - 30.07.2018 17:30","68492","71102"
"30.07.2018 17:30 - 30.07.2018 17:45","68051","71281"
"30.07.2018 17:45 - 30.07.2018 18:00","68397","71130"
"30.07.2018 18:00 - 30.07.2018 18:15","67930","70686"
"30.07.2018 18:15 - 30.07.2018 18:30","67331","70234"
"30.07.2018 18:30 - 30.07.2018 18:45","67900","70288"
"30.07.2018 18:45 - 30.07.2018 19:00","67939","70398"
"30.07.2018 19:00 - 30.07.2018 19:15","67014","70347"
"30.07.2018 19:15 - 30.07.2018 19:30","66462","70030"
"30.07.2018 19:30 - 30.07.2018 19:45","66151","69601"
"30.07.2018 19:45 - 30.07.2018 20:00","66150","69283"
"30.07.2018 20:00 - 30.07.2018 20:15","65360","68293"
"30.07.2018 20:15 - 30.07.2018 20:30","64485","67369"
"30.07.2018 20:30 - 30.07.2018 20:45","64053","66776"
"30.07.2018 20:45 - 30.07.2018 21:00","63015","66291"
"30.07.2018 21:00 - 30.07.2018 21:15","63100","65888"
"30.07.2018 21:15 - 30.07.2018 21:30","62570","65679"
"30.07.2018 21:30 - 30.07.2018 21:45","62474","65384"
"30.07.2018 21:45 - 30.07.2018 22:00","60751","65069"
"30.07.2018 22:00 - 30.07.2018 22:15","60614","64350"
"30.07.2018 22:15 - 30.07.2018 22:30","59443","63438"
"30.07.2018 22:30 - 30.07.2018 22:45","58096","62129"
"30.07.2018 22:45 - 30.07.2018 23:00","57120","61223"
"30.07.2018 23:00 - 30.07.2018 23:15","56255","59612"
"30.07.2018 23:15 - 30.07.2018 23:30","55312","58565"
"30.07.2018 23:30 - 30.07.2018 23:45","54289","57528"
"30.07.2018 23:45 - 31.07.2018 00:00","53442","56583"
"31.07.2018 00:00 - 31.07.2018 00:15","53483","55707"
"31.07.2018 00:15 - 31.07.2018 00:30","52618","55187"
"31.07.2018 00:30 - 31.07.2018 00:45","51969","54598"
"31.07.2018 00:45 - 31.07.2018 01:00","51492","53987"
"31.07.2018 01:00 - 31.07.2018 01:15","51006","53503"
"31.07.2018 01:15 - 31.07.2018 01:30","50621","52814"
"31.07.2018 01:30 - 31.07.2018 01:45","50220","52383"
"31.07.2018 01:45 - 31.07.2018 02:00","49891","51898"
"31.07.2018 02:00 - 31.07.2018 02:15","49400","51581"
"31.07.2018 02:15 - 31.07.2018 02:30","49208","51022"
"31.07.2018 02:30 - 31.07.2018 02:45","49165","50804"
"31.07.2018 02:45 - 31.07.2018 03:00","49099","50603"
"31.07.2018 03:00 - 31.07.2018 03:15","49109","50810"
"31.07.2018 03:15 - 31.07.2018 03:30","49163","50662"
"31.07.2018 03:30 - 31.07.2018 03:45","49145","50566"
"31.07.2018 03:45 - 31.07.2018 04:00","49098","50708"
"31.07.2018 04:00 - 31.07.2018 04:15","49467","50978"
"31.07.2018 04:15 - 31.07.2018 04:30","49814","51180"
"31.07.2018 04:30 - 31.07.2018 04:45","50276","51712"
"31.07.2018 04:45 - 31.07.2018 05:00","50871","52149"
"31.07.2018 05:00 - 31.07.2018 05:15","52078","53198"
"31.07.2018 05:15 - 31.07.2018 05:30","52781","53841"
"31.07.2018 05:30 - 31.07.2018 05:45","53858","54600"
"31.07.2018 05:45 - 31.07.2018 06:00","55254","55691"
"31.07.2018 06:00 - 31.07.2018 06:15","58468","58858"
"31.07.2018 06:15 - 31.07.2018 06:30","60803","60781"
"31.07.2018 06:30 - 31.07.2018 06:45","62646","62589"
"31.07.2018 06:45 - 31.07.2018 07:00","64186","63927"
"31.07.2018 07:00 - 31.07.2018 07:15","66207","65916"
"31.07.2018 07:15 - 31.07.2018 07:30","67529","67577"
"31.07.2018 07:30 - 31.07.2018 07:45","67929","68702"
"31.07.2018 07:45 - 31.07.2018 08:00","69028","69908"
"31.07.2018 08:00 - 31.07.2018 08:15","70077","71156"
"31.07.2018 08:15 - 31.07.2018 08:30","70819","72192"
"31.07.2018 08:30 - 31.07.2018 08:45","71367","72954"
"31.07.2018 08:45 - 31.07.2018 09:00","71613","73415"
"31.07.2018 09:00 - 31.07.2018 09:15","71500","73346"
"31.07.2018 09:15 - 31.07.2018 09:30","72051","74031"
"31.07.2018 09:30 - 31.07.2018 09:45","72635","75050"
"31.07.2018 09:45 - 31.07.2018 10:00","73006","75410"
"31.07.2018 10:00 - 31.07.2018 10:15","73347","75622"
"31.07.2018 10:15 - 31.07.2018 10:30","73789","76158"
"31.07.2018 10:30 - 31.07.2018 10:45","74189","76803"
"31.07.2018 10:45 - 31.07.2018 11:00","74609","77398"
"31.07.2018 11:00 - 31.07.2018 11:15","75085","77652"
"31.07.2018 11:15 - 31.07.2018 11:30","75516","78153"
"31.07.2018 11:30 - 31.07.2018 11:45","75735","78519"
"31.07.2018 11:45 - 31.07.2018 12:00","75337","78346"
"31.07.2018 12:00 - 31.07.2018 12:15","75093","77408"
"31.07.2018 12:15 - 31.07.2018 12:30","74889","77274"
"31.07.2018 12:30 - 31.07.2018 12:45","74699","76984"
"31.07.2018 12:45 - 31.07.2018 13:00","74736","76912"
"31.07.2018 13:00 - 31.07.2018 13:15","74403","76701"
"31.07.2018 13:15 - 31.07.2018 13:30","74232","76676"
"31.07.2018 13:30 - 31.07.2018 13:45","73694","76282"
"31.07.2018 13:45 - 31.07.2018 14:00","73026","75766"
"31.07.2018 14:00 - 31.07.2018 14:15","72813","75601"
"31.07.2018 14:15 - 31.07.2018 14:30","72681","75359"
"31.07.2018 14:30 - 31.07.2018 14:45","72358","75059"
"31.07.2018 14:45 - 31.07.2018 15:00","72585","74801"
"31.07.2018 15:00 - 31.07.2018 15:15","72595","74798"
"31.07.2018 15:15 - 31.07.2018 15:30","72020","74294"
"31.07.2018 15:30 - 31.07.2018 15:45","71789","73918"
"31.07.2018 15:45 - 31.07.2018 16:00","71400","73440"
"31.07.2018 16:00 - 31.07.2018 16:15","71072","73277"
"31.07.2018 16:15 - 31.07.2018 16:30","70720","72940"
"31.07.2018 16:30 - 31.07.2018 16:45","70389","72685"
"31.07.2018 16:45 - 31.07.2018 17:00","69983","72430"
"31.07.2018 17:00 - 31.07.2018 17:15","69928","72214"
"31.07.2018 17:15 - 31.07.2018 17:30","69871","72340"
"31.07.2018 17:30 - 31.07.2018 17:45","69878","72176"
"31.07.2018 17:45 - 31.07.2018 18:00","69798","71994"
"31.07.2018 18:00 - 31.07.2018 18:15","69222","71954"
"31.07.2018 18:15 - 31.07.2018 18:30","69053","71586"
"31.07.2018 18:30 - 31.07.2018 18:45","69208","71475"
"31.07.2018 18:45 - 31.07.2018 19:00","69136","71559"
"31.07.2018 19:00 - 31.07.2018 19:15","68789","71109"
"31.07.2018 19:15 - 31.07.2018 19:30","68269","70499"
"31.07.2018 19:30 - 31.07.2018 19:45","67865","70114"
"31.07.2018 19:45 - 31.07.2018 20:00","67451","69765"
"31.07.2018 20:00 - 31.07.2018 20:15","66692","68894"
"31.07.2018 20:15 - 31.07.2018 20:30","65953","68142"
"31.07.2018 20:30 - 31.07.2018 20:45","65244","67648"
"31.07.2018 20:45 - 31.07.2018 21:00","64657","67094"
"31.07.2018 21:00 - 31.07.2018 21:15","63775","66638"
"31.07.2018 21:15 - 31.07.2018 21:30","63539","66351"
"31.07.2018 21:30 - 31.07.2018 21:45","63224","66168"
"31.07.2018 21:45 - 31.07.2018 22:00","62476","65483"
"31.07.2018 22:00 - 31.07.2018 22:15","62353","64914"
"31.07.2018 22:15 - 31.07.2018 22:30","61161","63951"
"31.07.2018 22:30 - 31.07.2018 22:45","59884","62803"
"31.07.2018 22:45 - 31.07.2018 23:00","58567","61706"
"31.07.2018 23:00 - 31.07.2018 23:15","57212","60340"
"31.07.2018 23:15 - 31.07.2018 23:30","56071","59300"
"31.07.2018 23:30 - 31.07.2018 23:45","55026","58161"
"31.07.2018 23:45 - 01.08.2018 00:00","54216","57456"
"01.08.2018 00:00 - 01.08.2018 00:15","55880","56540"
"01.08.2018 00:15 - 01.08.2018 00:30","55069","55725"
"01.08.2018 00:30 - 01.08.2018 00:45","54602","55014"
"01.08.2018 00:45 - 01.08.2018 01:00","54080","54315"
"01.08.2018 01:00 - 01.08.2018 01:15","53452","53473"
"01.08.2018 01:15 - 01.08.2018 01:30","52594","53084"
"01.08.2018 01:30 - 01.08.2018 01:45","52601","52719"
"01.08.2018 01:45 - 01.08.2018 02:00","51989","52373"
"01.08.2018 02:00 - 01.08.2018 02:15","51645","52116"
"01.08.2018 02:15 - 01.08.2018 02:30","51277","51903"
"01.08.2018 02:30 - 01.08.2018 02:45","51606","51882"
"01.08.2018 02:45 - 01.08.2018 03:00","51565","51800"
"01.08.2018 03:00 - 01.08.2018 03:15","51355","51828"
"01.08.2018 03:15 - 01.08.2018 03:30","51443","51758"
"01.08.2018 03:30 - 01.08.2018 03:45","51434","51747"
"01.08.2018 03:45 - 01.08.2018 04:00","51411","51868"
"01.08.2018 04:00 - 01.08.2018 04:15","51992","52140"
"01.08.2018 04:15 - 01.08.2018 04:30","52011","52405"
"01.08.2018 04:30 - 01.08.2018 04:45","52658","52713"
"01.08.2018 04:45 - 01.08.2018 05:00","53130","53555"
"01.08.2018 05:00 - 01.08.2018 05:15","54295","54884"
"01.08.2018 05:15 - 01.08.2018 05:30","54860","55361"
"01.08.2018 05:30 - 01.08.2018 05:45","55843","56386"
"01.08.2018 05:45 - 01.08.2018 06:00","57122","57428"
"01.08.2018 06:00 - 01.08.2018 06:15","59660","60411"
"01.08.2018 06:15 - 01.08.2018 06:30","62044","62385"
"01.08.2018 06:30 - 01.08.2018 06:45","63681","63878"
"01.08.2018 06:45 - 01.08.2018 07:00","65312","65384"
"01.08.2018 07:00 - 01.08.2018 07:15","67154","67389"
"01.08.2018 07:15 - 01.08.2018 07:30","68715","68623"
"01.08.2018 07:30 - 01.08.2018 07:45","70115","69848"
"01.08.2018 07:45 - 01.08.2018 08:00","71183","70646"
"01.08.2018 08:00 - 01.08.2018 08:15","72467","71271"
"01.08.2018 08:15 - 01.08.2018 08:30","72965","72122"
"01.08.2018 08:30 - 01.08.2018 08:45","73538","72871"
"01.08.2018 08:45 - 01.08.2018 09:00","73801","73358"
"01.08.2018 09:00 - 01.08.2018 09:15","73847","73265"
"01.08.2018 09:15 - 01.08.2018 09:30","74839","73799"
"01.08.2018 09:30 - 01.08.2018 09:45","74871","74462"
"01.08.2018 09:45 - 01.08.2018 10:00","75441","74933"
"01.08.2018 10:00 - 01.08.2018 10:15","75524","75317"
"01.08.2018 10:15 - 01.08.2018 10:30","75661","75763"
"01.08.2018 10:30 - 01.08.2018 10:45","75971","76099"
"01.08.2018 10:45 - 01.08.2018 11:00","76358","76470"
"01.08.2018 11:00 - 01.08.2018 11:15","76832","76897"
"01.08.2018 11:15 - 01.08.2018 11:30","77122","78032"
"01.08.2018 11:30 - 01.08.2018 11:45","77354","78549"
