"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-AT-LU","Actual Total Load [MW] - BZN|DE-AT-LU"
"04.03.2016 00:00 - 04.03.2016 00:15","58503","61686"
"04.03.2016 00:15 - 04.03.2016 00:30","57420","61002"
"04.03.2016 00:30 - 04.03.2016 00:45","56876","60201"
"04.03.2016 00:45 - 04.03.2016 01:00","56241","59708"
"04.03.2016 01:00 - 04.03.2016 01:15","55533","58823"
"04.03.2016 01:15 - 04.03.2016 01:30","54938","58343"
"04.03.2016 01:30 - 04.03.2016 01:45","54899","58190"
"04.03.2016 01:45 - 04.03.2016 02:00","54691","57879"
"04.03.2016 02:00 - 04.03.2016 02:15","54410","57452"
"04.03.2016 02:15 - 04.03.2016 02:30","54009","56999"
"04.03.2016 02:30 - 04.03.2016 02:45","53858","57095"
"04.03.2016 02:45 - 04.03.2016 03:00","53859","57204"
"04.03.2016 03:00 - 04.03.2016 03:15","53962","57183"
"04.03.2016 03:15 - 04.03.2016 03:30","53985","57034"
"04.03.2016 03:30 - 04.03.2016 03:45","53877","57205"
"04.03.2016 03:45 - 04.03.2016 04:00","54128","57300"
"04.03.2016 04:00 - 04.03.2016 04:15","54572","57830"
"04.03.2016 04:15 - 04.03.2016 04:30","55038","58266"
"04.03.2016 04:30 - 04.03.2016 04:45","55165","58947"
"04.03.2016 04:45 - 04.03.2016 05:00","55765","59789"
"04.03.2016 05:00 - 04.03.2016 05:15","57433","61019"
"04.03.2016 05:15 - 04.03.2016 05:30","57744","61840"
"04.03.2016 05:30 - 04.03.2016 05:45","59143","63031"
"04.03.2016 05:45 - 04.03.2016 06:00","60482","64605"
"04.03.2016 06:00 - 04.03.2016 06:15","63632","67792"
"04.03.2016 06:15 - 04.03.2016 06:30","66076","70592"
"04.03.2016 06:30 - 04.03.2016 06:45","68452","72726"
"04.03.2016 06:45 - 04.03.2016 07:00","70021","74121"
"04.03.2016 07:00 - 04.03.2016 07:15","71932","76116"
"04.03.2016 07:15 - 04.03.2016 07:30","72596","76816"
"04.03.2016 07:30 - 04.03.2016 07:45","73904","77627"
"04.03.2016 07:45 - 04.03.2016 08:00","74062","78729"
"04.03.2016 08:00 - 04.03.2016 08:15","75866","79960"
"04.03.2016 08:15 - 04.03.2016 08:30","76049","80161"
"04.03.2016 08:30 - 04.03.2016 08:45","76061","80732"
"04.03.2016 08:45 - 04.03.2016 09:00","76500","80900"
"04.03.2016 09:00 - 04.03.2016 09:15","76437","81001"
"04.03.2016 09:15 - 04.03.2016 09:30","76290","81277"
"04.03.2016 09:30 - 04.03.2016 09:45","76998","81385"
"04.03.2016 09:45 - 04.03.2016 10:00","77086","81872"
"04.03.2016 10:00 - 04.03.2016 10:15","77529","81913"
"04.03.2016 10:15 - 04.03.2016 10:30","77436","82110"
"04.03.2016 10:30 - 04.03.2016 10:45","77980","82337"
"04.03.2016 10:45 - 04.03.2016 11:00","77957","82448"
"04.03.2016 11:00 - 04.03.2016 11:15","78080","82604"
"04.03.2016 11:15 - 04.03.2016 11:30","78347","82802"
"04.03.2016 11:30 - 04.03.2016 11:45","78224","82648"
"04.03.2016 11:45 - 04.03.2016 12:00","78241","82387"
"04.03.2016 12:00 - 04.03.2016 12:15","77071","82207"
"04.03.2016 12:15 - 04.03.2016 12:30","77170","82004"
"04.03.2016 12:30 - 04.03.2016 12:45","76495","81496"
"04.03.2016 12:45 - 04.03.2016 13:00","76755","81476"
"04.03.2016 13:00 - 04.03.2016 13:15","76146","81725"
"04.03.2016 13:15 - 04.03.2016 13:30","75373","81147"
"04.03.2016 13:30 - 04.03.2016 13:45","75151","80607"
"04.03.2016 13:45 - 04.03.2016 14:00","74385","80007"
"04.03.2016 14:00 - 04.03.2016 14:15","73736","79863"
"04.03.2016 14:15 - 04.03.2016 14:30","73334","79530"
"04.03.2016 14:30 - 04.03.2016 14:45","73452","79170"
"04.03.2016 14:45 - 04.03.2016 15:00","73357","78662"
"04.03.2016 15:00 - 04.03.2016 15:15","72744","78403"
"04.03.2016 15:15 - 04.03.2016 15:30","72868","78222"
"04.03.2016 15:30 - 04.03.2016 15:45","72758","77825"
"04.03.2016 15:45 - 04.03.2016 16:00","71562","77439"
"04.03.2016 16:00 - 04.03.2016 16:15","71992","77350"
"04.03.2016 16:15 - 04.03.2016 16:30","71270","77058"
"04.03.2016 16:30 - 04.03.2016 16:45","71231","76842"
"04.03.2016 16:45 - 04.03.2016 17:00","72003","76811"
"04.03.2016 17:00 - 04.03.2016 17:15","72788","77190"
"04.03.2016 17:15 - 04.03.2016 17:30","72877","77626"
"04.03.2016 17:30 - 04.03.2016 17:45","73645","78277"
"04.03.2016 17:45 - 04.03.2016 18:00","74353","79174"
"04.03.2016 18:00 - 04.03.2016 18:15","74625","80072"
"04.03.2016 18:15 - 04.03.2016 18:30","75912","81117"
"04.03.2016 18:30 - 04.03.2016 18:45","76575","81909"
"04.03.2016 18:45 - 04.03.2016 19:00","76787","81965"
"04.03.2016 19:00 - 04.03.2016 19:15","76914","81397"
"04.03.2016 19:15 - 04.03.2016 19:30","75677","80361"
"04.03.2016 19:30 - 04.03.2016 19:45","75013","79345"
"04.03.2016 19:45 - 04.03.2016 20:00","74417","78459"
"04.03.2016 20:00 - 04.03.2016 20:15","72680","76924"
"04.03.2016 20:15 - 04.03.2016 20:30","71193","75232"
"04.03.2016 20:30 - 04.03.2016 20:45","69724","74018"
"04.03.2016 20:45 - 04.03.2016 21:00","68932","72529"
"04.03.2016 21:00 - 04.03.2016 21:15","67047","71339"
"04.03.2016 21:15 - 04.03.2016 21:30","66559","70264"
"04.03.2016 21:30 - 04.03.2016 21:45","65982","69328"
"04.03.2016 21:45 - 04.03.2016 22:00","65131","68288"
"04.03.2016 22:00 - 04.03.2016 22:15","65114","68932"
"04.03.2016 22:15 - 04.03.2016 22:30","64659","67949"
"04.03.2016 22:30 - 04.03.2016 22:45","63745","66927"
"04.03.2016 22:45 - 04.03.2016 23:00","62438","65879"
"04.03.2016 23:00 - 04.03.2016 23:15","60625","64398"
"04.03.2016 23:15 - 04.03.2016 23:30","59679","63227"
"04.03.2016 23:30 - 04.03.2016 23:45","58632","62493"
"04.03.2016 23:45 - 05.03.2016 00:00","57637","61091"
"05.03.2016 00:00 - 05.03.2016 00:15","56144","60483"
"05.03.2016 00:15 - 05.03.2016 00:30","55283","59303"
"05.03.2016 00:30 - 05.03.2016 00:45","54733","58598"
"05.03.2016 00:45 - 05.03.2016 01:00","54067","57648"
"05.03.2016 01:00 - 05.03.2016 01:15","53269","57168"
"05.03.2016 01:15 - 05.03.2016 01:30","52674","56289"
"05.03.2016 01:30 - 05.03.2016 01:45","52530","56008"
"05.03.2016 01:45 - 05.03.2016 02:00","52392","55521"
"05.03.2016 02:00 - 05.03.2016 02:15","51978","54953"
"05.03.2016 02:15 - 05.03.2016 02:30","51482","54601"
"05.03.2016 02:30 - 05.03.2016 02:45","51279","54729"
"05.03.2016 02:45 - 05.03.2016 03:00","51298","54342"
"05.03.2016 03:00 - 05.03.2016 03:15","51298","54359"
"05.03.2016 03:15 - 05.03.2016 03:30","51131","54202"
"05.03.2016 03:30 - 05.03.2016 03:45","51156","54152"
"05.03.2016 03:45 - 05.03.2016 04:00","51286","54114"
"05.03.2016 04:00 - 05.03.2016 04:15","51249","54242"
"05.03.2016 04:15 - 05.03.2016 04:30","51300","54370"
"05.03.2016 04:30 - 05.03.2016 04:45","51317","54411"
"05.03.2016 04:45 - 05.03.2016 05:00","51302","54160"
"05.03.2016 05:00 - 05.03.2016 05:15","52106","54368"
"05.03.2016 05:15 - 05.03.2016 05:30","51425","54695"
"05.03.2016 05:30 - 05.03.2016 05:45","51859","54619"
"05.03.2016 05:45 - 05.03.2016 06:00","51904","54522"
"05.03.2016 06:00 - 05.03.2016 06:15","52128","54808"
"05.03.2016 06:15 - 05.03.2016 06:30","52841","55340"
"05.03.2016 06:30 - 05.03.2016 06:45","53471","55790"
"05.03.2016 06:45 - 05.03.2016 07:00","54466","56348"
"05.03.2016 07:00 - 05.03.2016 07:15","55322","57298"
"05.03.2016 07:15 - 05.03.2016 07:30","55712","58316"
"05.03.2016 07:30 - 05.03.2016 07:45","56895","59463"
"05.03.2016 07:45 - 05.03.2016 08:00","57450","60445"
"05.03.2016 08:00 - 05.03.2016 08:15","58837","61785"
"05.03.2016 08:15 - 05.03.2016 08:30","59529","63046"
"05.03.2016 08:30 - 05.03.2016 08:45","60338","64137"
"05.03.2016 08:45 - 05.03.2016 09:00","60935","65076"
"05.03.2016 09:00 - 05.03.2016 09:15","61772","65976"
"05.03.2016 09:15 - 05.03.2016 09:30","62734","66575"
"05.03.2016 09:30 - 05.03.2016 09:45","63119","67389"
"05.03.2016 09:45 - 05.03.2016 10:00","63517","67797"
"05.03.2016 10:00 - 05.03.2016 10:15","64042","68063"
"05.03.2016 10:15 - 05.03.2016 10:30","64332","68349"
"05.03.2016 10:30 - 05.03.2016 10:45","64406","68732"
"05.03.2016 10:45 - 05.03.2016 11:00","64654","68903"
"05.03.2016 11:00 - 05.03.2016 11:15","64944","68810"
"05.03.2016 11:15 - 05.03.2016 11:30","65136","69276"
"05.03.2016 11:30 - 05.03.2016 11:45","65501","69516"
"05.03.2016 11:45 - 05.03.2016 12:00","64966","69229"
"05.03.2016 12:00 - 05.03.2016 12:15","64360","68588"
"05.03.2016 12:15 - 05.03.2016 12:30","64476","68321"
"05.03.2016 12:30 - 05.03.2016 12:45","63838","68106"
"05.03.2016 12:45 - 05.03.2016 13:00","63252","67642"
"05.03.2016 13:00 - 05.03.2016 13:15","63263","67367"
"05.03.2016 13:15 - 05.03.2016 13:30","62390","66829"
"05.03.2016 13:30 - 05.03.2016 13:45","62095","66323"
"05.03.2016 13:45 - 05.03.2016 14:00","61074","65436"
"05.03.2016 14:00 - 05.03.2016 14:15","60495","65083"
"05.03.2016 14:15 - 05.03.2016 14:30","60283","64726"
"05.03.2016 14:30 - 05.03.2016 14:45","60061","64747"
"05.03.2016 14:45 - 05.03.2016 15:00","59991","64463"
"05.03.2016 15:00 - 05.03.2016 15:15","59931","64246"
"05.03.2016 15:15 - 05.03.2016 15:30","59390","64254"
"05.03.2016 15:30 - 05.03.2016 15:45","59282","63909"
"05.03.2016 15:45 - 05.03.2016 16:00","59424","63591"
"05.03.2016 16:00 - 05.03.2016 16:15","59404","63592"
"05.03.2016 16:15 - 05.03.2016 16:30","59620","63698"
"05.03.2016 16:30 - 05.03.2016 16:45","59720","63694"
"05.03.2016 16:45 - 05.03.2016 17:00","59308","63996"
"05.03.2016 17:00 - 05.03.2016 17:15","59963","64713"
"05.03.2016 17:15 - 05.03.2016 17:30","61064","65160"
"05.03.2016 17:30 - 05.03.2016 17:45","61905","66091"
"05.03.2016 17:45 - 05.03.2016 18:00","62912","66933"
"05.03.2016 18:00 - 05.03.2016 18:15","63760","68087"
"05.03.2016 18:15 - 05.03.2016 18:30","65530","68870"
"05.03.2016 18:30 - 05.03.2016 18:45","65629","69773"
"05.03.2016 18:45 - 05.03.2016 19:00","65962","69770"
"05.03.2016 19:00 - 05.03.2016 19:15","66248","68946"
"05.03.2016 19:15 - 05.03.2016 19:30","65100","68518"
"05.03.2016 19:30 - 05.03.2016 19:45","64512","67730"
"05.03.2016 19:45 - 05.03.2016 20:00","64820","66843"
"05.03.2016 20:00 - 05.03.2016 20:15","62949","65742"
"05.03.2016 20:15 - 05.03.2016 20:30","61373","64153"
"05.03.2016 20:30 - 05.03.2016 20:45","60278","63332"
"05.03.2016 20:45 - 05.03.2016 21:00","59441","62326"
"05.03.2016 21:00 - 05.03.2016 21:15","58404","61699"
"05.03.2016 21:15 - 05.03.2016 21:30","58040","61128"
"05.03.2016 21:30 - 05.03.2016 21:45","57852","60390"
"05.03.2016 21:45 - 05.03.2016 22:00","57476","60063"
"05.03.2016 22:00 - 05.03.2016 22:15","57798","60786"
"05.03.2016 22:15 - 05.03.2016 22:30","57618","60478"
"05.03.2016 22:30 - 05.03.2016 22:45","56735","59486"
"05.03.2016 22:45 - 05.03.2016 23:00","56098","58861"
"05.03.2016 23:00 - 05.03.2016 23:15","54348","57855"
"05.03.2016 23:15 - 05.03.2016 23:30","54065","57070"
"05.03.2016 23:30 - 05.03.2016 23:45","52543","56072"
"05.03.2016 23:45 - 06.03.2016 00:00","51882","55339"
"06.03.2016 00:00 - 06.03.2016 00:15","50688","54480"
"06.03.2016 00:15 - 06.03.2016 00:30","49953","53578"
"06.03.2016 00:30 - 06.03.2016 00:45","49327","52544"
"06.03.2016 00:45 - 06.03.2016 01:00","48496","52016"
"06.03.2016 01:00 - 06.03.2016 01:15","47911","51359"
"06.03.2016 01:15 - 06.03.2016 01:30","47494","50796"
"06.03.2016 01:30 - 06.03.2016 01:45","47029","50356"
"06.03.2016 01:45 - 06.03.2016 02:00","46820","50314"
"06.03.2016 02:00 - 06.03.2016 02:15","46496","49875"
"06.03.2016 02:15 - 06.03.2016 02:30","46303","49515"
"06.03.2016 02:30 - 06.03.2016 02:45","46042","49089"
"06.03.2016 02:45 - 06.03.2016 03:00","45848","49099"
"06.03.2016 03:00 - 06.03.2016 03:15","45659","49164"
"06.03.2016 03:15 - 06.03.2016 03:30","45796","49115"
"06.03.2016 03:30 - 06.03.2016 03:45","45718","49044"
"06.03.2016 03:45 - 06.03.2016 04:00","45626","49053"
"06.03.2016 04:00 - 06.03.2016 04:15","45838","48938"
"06.03.2016 04:15 - 06.03.2016 04:30","45836","49107"
"06.03.2016 04:30 - 06.03.2016 04:45","46092","49354"
"06.03.2016 04:45 - 06.03.2016 05:00","46118","49443"
"06.03.2016 05:00 - 06.03.2016 05:15","46562","49299"
"06.03.2016 05:15 - 06.03.2016 05:30","46145","49055"
"06.03.2016 05:30 - 06.03.2016 05:45","46053","49068"
"06.03.2016 05:45 - 06.03.2016 06:00","46229","48849"
"06.03.2016 06:00 - 06.03.2016 06:15","45916","48244"
"06.03.2016 06:15 - 06.03.2016 06:30","46191","48614"
"06.03.2016 06:30 - 06.03.2016 06:45","46769","48827"
"06.03.2016 06:45 - 06.03.2016 07:00","47302","48993"
"06.03.2016 07:00 - 06.03.2016 07:15","47514","49507"
"06.03.2016 07:15 - 06.03.2016 07:30","47993","50147"
"06.03.2016 07:30 - 06.03.2016 07:45","48810","51045"
"06.03.2016 07:45 - 06.03.2016 08:00","49417","52306"
"06.03.2016 08:00 - 06.03.2016 08:15","50536","53567"
"06.03.2016 08:15 - 06.03.2016 08:30","51494","54547"
"06.03.2016 08:30 - 06.03.2016 08:45","52371","55381"
"06.03.2016 08:45 - 06.03.2016 09:00","53285","56604"
"06.03.2016 09:00 - 06.03.2016 09:15","54303","57779"
"06.03.2016 09:15 - 06.03.2016 09:30","55264","58722"
"06.03.2016 09:30 - 06.03.2016 09:45","55984","59315"
"06.03.2016 09:45 - 06.03.2016 10:00","56267","60082"
"06.03.2016 10:00 - 06.03.2016 10:15","56989","60840"
"06.03.2016 10:15 - 06.03.2016 10:30","57692","61384"
"06.03.2016 10:30 - 06.03.2016 10:45","58353","61830"
"06.03.2016 10:45 - 06.03.2016 11:00","58781","62453"
"06.03.2016 11:00 - 06.03.2016 11:15","59649","63422"
"06.03.2016 11:15 - 06.03.2016 11:30","60175","64099"
"06.03.2016 11:30 - 06.03.2016 11:45","60726","64505"
"06.03.2016 11:45 - 06.03.2016 12:00","60536","64360"
"06.03.2016 12:00 - 06.03.2016 12:15","60147","64345"
"06.03.2016 12:15 - 06.03.2016 12:30","60238","63863"
"06.03.2016 12:30 - 06.03.2016 12:45","59335","63335"
"06.03.2016 12:45 - 06.03.2016 13:00","58822","62744"
"06.03.2016 13:00 - 06.03.2016 13:15","58499","61921"
"06.03.2016 13:15 - 06.03.2016 13:30","57925","61389"
"06.03.2016 13:30 - 06.03.2016 13:45","57285","61142"
"06.03.2016 13:45 - 06.03.2016 14:00","56281","60494"
"06.03.2016 14:00 - 06.03.2016 14:15","55833","60022"
"06.03.2016 14:15 - 06.03.2016 14:30","55182","59726"
"06.03.2016 14:30 - 06.03.2016 14:45","55664","59273"
"06.03.2016 14:45 - 06.03.2016 15:00","55117","58852"
"06.03.2016 15:00 - 06.03.2016 15:15","55441","59176"
"06.03.2016 15:15 - 06.03.2016 15:30","55039","58760"
"06.03.2016 15:30 - 06.03.2016 15:45","54834","58646"
"06.03.2016 15:45 - 06.03.2016 16:00","55182","58081"
"06.03.2016 16:00 - 06.03.2016 16:15","55365","58034"
"06.03.2016 16:15 - 06.03.2016 16:30","55522","58006"
"06.03.2016 16:30 - 06.03.2016 16:45","55845","58352"
"06.03.2016 16:45 - 06.03.2016 17:00","55469","58407"
"06.03.2016 17:00 - 06.03.2016 17:15","56192","58951"
"06.03.2016 17:15 - 06.03.2016 17:30","56814","59701"
"06.03.2016 17:30 - 06.03.2016 17:45","58468","60393"
"06.03.2016 17:45 - 06.03.2016 18:00","59097","61429"
"06.03.2016 18:00 - 06.03.2016 18:15","59553","63097"
"06.03.2016 18:15 - 06.03.2016 18:30","62231","64885"
"06.03.2016 18:30 - 06.03.2016 18:45","62215","66312"
"06.03.2016 18:45 - 06.03.2016 19:00","62366","66961"
"06.03.2016 19:00 - 06.03.2016 19:15","63543","66943"
"06.03.2016 19:15 - 06.03.2016 19:30","62548","66593"
"06.03.2016 19:30 - 06.03.2016 19:45","62059","66123"
"06.03.2016 19:45 - 06.03.2016 20:00","62030","65423"
"06.03.2016 20:00 - 06.03.2016 20:15","61098","64741"
"06.03.2016 20:15 - 06.03.2016 20:30","60038","63596"
"06.03.2016 20:30 - 06.03.2016 20:45","58779","62823"
"06.03.2016 20:45 - 06.03.2016 21:00","58210","61844"
"06.03.2016 21:00 - 06.03.2016 21:15","57421","61484"
"06.03.2016 21:15 - 06.03.2016 21:30","56963","61254"
"06.03.2016 21:30 - 06.03.2016 21:45","57253","60965"
"06.03.2016 21:45 - 06.03.2016 22:00","57268","60984"
"06.03.2016 22:00 - 06.03.2016 22:15","57950","62296"
"06.03.2016 22:15 - 06.03.2016 22:30","57759","62015"
"06.03.2016 22:30 - 06.03.2016 22:45","56723","61185"
"06.03.2016 22:45 - 06.03.2016 23:00","55688","60419"
"06.03.2016 23:00 - 06.03.2016 23:15","54362","59600"
"06.03.2016 23:15 - 06.03.2016 23:30","53641","58533"
"06.03.2016 23:30 - 06.03.2016 23:45","52581","57766"
"06.03.2016 23:45 - 07.03.2016 00:00","51859","56900"
"07.03.2016 00:00 - 07.03.2016 00:15","51846","56711"
"07.03.2016 00:15 - 07.03.2016 00:30","50849","56124"
"07.03.2016 00:30 - 07.03.2016 00:45","50323","55341"
"07.03.2016 00:45 - 07.03.2016 01:00","49788","54785"
"07.03.2016 01:00 - 07.03.2016 01:15","49197","54494"
"07.03.2016 01:15 - 07.03.2016 01:30","48899","53932"
"07.03.2016 01:30 - 07.03.2016 01:45","48680","53445"
"07.03.2016 01:45 - 07.03.2016 02:00","48445","53420"
"07.03.2016 02:00 - 07.03.2016 02:15","48210","53208"
"07.03.2016 02:15 - 07.03.2016 02:30","48056","53097"
"07.03.2016 02:30 - 07.03.2016 02:45","48051","53078"
"07.03.2016 02:45 - 07.03.2016 03:00","48062","53063"
"07.03.2016 03:00 - 07.03.2016 03:15","48350","53327"
"07.03.2016 03:15 - 07.03.2016 03:30","48369","53351"
"07.03.2016 03:30 - 07.03.2016 03:45","48499","53649"
"07.03.2016 03:45 - 07.03.2016 04:00","48809","53815"
"07.03.2016 04:00 - 07.03.2016 04:15","49544","54634"
"07.03.2016 04:15 - 07.03.2016 04:30","50054","54967"
"07.03.2016 04:30 - 07.03.2016 04:45","50518","55551"
"07.03.2016 04:45 - 07.03.2016 05:00","51243","56567"
"07.03.2016 05:00 - 07.03.2016 05:15","53196","58133"
"07.03.2016 05:15 - 07.03.2016 05:30","53583","59226"
"07.03.2016 05:30 - 07.03.2016 05:45","55110","60656"
"07.03.2016 05:45 - 07.03.2016 06:00","57029","62485"
"07.03.2016 06:00 - 07.03.2016 06:15","60295","66397"
"07.03.2016 06:15 - 07.03.2016 06:30","63277","69159"
"07.03.2016 06:30 - 07.03.2016 06:45","65743","71161"
"07.03.2016 06:45 - 07.03.2016 07:00","67674","72435"
"07.03.2016 07:00 - 07.03.2016 07:15","69761","74979"
"07.03.2016 07:15 - 07.03.2016 07:30","70708","76188"
"07.03.2016 07:30 - 07.03.2016 07:45","71641","77073"
"07.03.2016 07:45 - 07.03.2016 08:00","72339","77833"
"07.03.2016 08:00 - 07.03.2016 08:15","73768","78813"
"07.03.2016 08:15 - 07.03.2016 08:30","74178","79446"
"07.03.2016 08:30 - 07.03.2016 08:45","74479","79939"
"07.03.2016 08:45 - 07.03.2016 09:00","74688","80039"
"07.03.2016 09:00 - 07.03.2016 09:15","74641","79752"
"07.03.2016 09:15 - 07.03.2016 09:30","75045","80034"
"07.03.2016 09:30 - 07.03.2016 09:45","75447","80600"
"07.03.2016 09:45 - 07.03.2016 10:00","75855","80853"
"07.03.2016 10:00 - 07.03.2016 10:15","76284","80993"
"07.03.2016 10:15 - 07.03.2016 10:30","76343","81301"
"07.03.2016 10:30 - 07.03.2016 10:45","76549","81460"
"07.03.2016 10:45 - 07.03.2016 11:00","76790","81712"
"07.03.2016 11:00 - 07.03.2016 11:15","77157","81463"
"07.03.2016 11:15 - 07.03.2016 11:30","77276","81743"
"07.03.2016 11:30 - 07.03.2016 11:45","77551","82030"
"07.03.2016 11:45 - 07.03.2016 12:00","77975","81971"
"07.03.2016 12:00 - 07.03.2016 12:15","76818","81294"
"07.03.2016 12:15 - 07.03.2016 12:30","76749","81227"
"07.03.2016 12:30 - 07.03.2016 12:45","76529","81296"
"07.03.2016 12:45 - 07.03.2016 13:00","76950","80773"
"07.03.2016 13:00 - 07.03.2016 13:15","76842","80953"
"07.03.2016 13:15 - 07.03.2016 13:30","76216","80528"
"07.03.2016 13:30 - 07.03.2016 13:45","75952","79825"
"07.03.2016 13:45 - 07.03.2016 14:00","75333","79401"
"07.03.2016 14:00 - 07.03.2016 14:15","74681","79323"
"07.03.2016 14:15 - 07.03.2016 14:30","74739","79115"
"07.03.2016 14:30 - 07.03.2016 14:45","74637","78670"
"07.03.2016 14:45 - 07.03.2016 15:00","74107","78362"
"07.03.2016 15:00 - 07.03.2016 15:15","72720","78332"
"07.03.2016 15:15 - 07.03.2016 15:30","74116","77958"
"07.03.2016 15:30 - 07.03.2016 15:45","74151","77415"
"07.03.2016 15:45 - 07.03.2016 16:00","73205","76824"
"07.03.2016 16:00 - 07.03.2016 16:15","73035","76722"
"07.03.2016 16:15 - 07.03.2016 16:30","71981","76465"
"07.03.2016 16:30 - 07.03.2016 16:45","70041","76059"
"07.03.2016 16:45 - 07.03.2016 17:00","69886","76099"
"07.03.2016 17:00 - 07.03.2016 17:15","70198","76450"
"07.03.2016 17:15 - 07.03.2016 17:30","70433","76176"
"07.03.2016 17:30 - 07.03.2016 17:45","71132","76723"
"07.03.2016 17:45 - 07.03.2016 18:00","72172","77788"
"07.03.2016 18:00 - 07.03.2016 18:15","72317","78531"
"07.03.2016 18:15 - 07.03.2016 18:30","73381","79788"
"07.03.2016 18:30 - 07.03.2016 18:45","74030","81302"
"07.03.2016 18:45 - 07.03.2016 19:00","74344","82189"
"07.03.2016 19:00 - 07.03.2016 19:15","74807","81833"
"07.03.2016 19:15 - 07.03.2016 19:30","73904","80912"
"07.03.2016 19:30 - 07.03.2016 19:45","73647","80492"
"07.03.2016 19:45 - 07.03.2016 20:00","73496","79577"
"07.03.2016 20:00 - 07.03.2016 20:15","71796","78153"
"07.03.2016 20:15 - 07.03.2016 20:30","70950","76662"
"07.03.2016 20:30 - 07.03.2016 20:45","69989","75416"
"07.03.2016 20:45 - 07.03.2016 21:00","69100","74297"
"07.03.2016 21:00 - 07.03.2016 21:15","68264","73431"
"07.03.2016 21:15 - 07.03.2016 21:30","67723","72479"
"07.03.2016 21:30 - 07.03.2016 21:45","67277","71348"
"07.03.2016 21:45 - 07.03.2016 22:00","65960","70201"
"07.03.2016 22:00 - 07.03.2016 22:15","65490","70547"
"07.03.2016 22:15 - 07.03.2016 22:30","64726","69599"
"07.03.2016 22:30 - 07.03.2016 22:45","63487","68138"
"07.03.2016 22:45 - 07.03.2016 23:00","61840","66725"
"07.03.2016 23:00 - 07.03.2016 23:15","60216","65209"
"07.03.2016 23:15 - 07.03.2016 23:30","58854","63755"
"07.03.2016 23:30 - 07.03.2016 23:45","58029","62613"
"07.03.2016 23:45 - 08.03.2016 00:00","56454","61898"
"08.03.2016 00:00 - 08.03.2016 00:15","57469","61836"
"08.03.2016 00:15 - 08.03.2016 00:30","56906","61110"
"08.03.2016 00:30 - 08.03.2016 00:45","56480","60567"
"08.03.2016 00:45 - 08.03.2016 01:00","55934","59989"
"08.03.2016 01:00 - 08.03.2016 01:15","55101","59419"
"08.03.2016 01:15 - 08.03.2016 01:30","54591","59054"
"08.03.2016 01:30 - 08.03.2016 01:45","54487","58898"
"08.03.2016 01:45 - 08.03.2016 02:00","54257","58412"
"08.03.2016 02:00 - 08.03.2016 02:15","53912","57955"
"08.03.2016 02:15 - 08.03.2016 02:30","53394","57987"
"08.03.2016 02:30 - 08.03.2016 02:45","53260","57894"
"08.03.2016 02:45 - 08.03.2016 03:00","53522","57924"
"08.03.2016 03:00 - 08.03.2016 03:15","53334","58045"
"08.03.2016 03:15 - 08.03.2016 03:30","53534","58059"
"08.03.2016 03:30 - 08.03.2016 03:45","53690","58271"
