Time (CET/CEST),Day-ahead Total Load Forecast [MW],Actual Total Load [MW]
20.06.2021 22:45 - 20.06.2021 23:00,46941,48385
20.06.2021 23:00 - 20.06.2021 23:15,46041,48340
20.06.2021 23:15 - 20.06.2021 23:30,45554,47812
20.06.2021 23:30 - 20.06.2021 23:45,45052,47539
20.06.2021 23:45 - 21.06.2021 00:00,44609,47173
21.06.2021 00:00 - 21.06.2021 00:15,44046,46804
21.06.2021 00:15 - 21.06.2021 00:30,43731,45964
21.06.2021 00:30 - 21.06.2021 00:45,43382,45266
21.06.2021 00:45 - 21.06.2021 01:00,43032,44958
21.06.2021 01:00 - 21.06.2021 01:15,42344,43771
21.06.2021 01:15 - 21.06.2021 01:30,42227,43406
21.06.2021 01:30 - 21.06.2021 01:45,42097,42895
21.06.2021 01:45 - 21.06.2021 02:00,41876,42775
21.06.2021 02:00 - 21.06.2021 02:15,41664,42572
21.06.2021 02:15 - 21.06.2021 02:30,41703,42659
21.06.2021 02:30 - 21.06.2021 02:45,41545,42632
21.06.2021 02:45 - 21.06.2021 03:00,41647,42902
21.06.2021 03:00 - 21.06.2021 03:15,41584,43261
21.06.2021 03:15 - 21.06.2021 03:30,41609,43653
21.06.2021 03:30 - 21.06.2021 03:45,41753,43867
21.06.2021 03:45 - 21.06.2021 04:00,41852,44314
21.06.2021 04:00 - 21.06.2021 04:15,42600,44913
21.06.2021 04:15 - 21.06.2021 04:30,43054,45141
21.06.2021 04:30 - 21.06.2021 04:45,43426,45341
21.06.2021 04:45 - 21.06.2021 05:00,43893,45965
21.06.2021 05:00 - 21.06.2021 05:15,45062,46647
21.06.2021 05:15 - 21.06.2021 05:30,45285,47056
21.06.2021 05:30 - 21.06.2021 05:45,45679,47819
21.06.2021 05:45 - 21.06.2021 06:00,47343,49553
21.06.2021 06:00 - 21.06.2021 06:15,50239,53440
21.06.2021 06:15 - 21.06.2021 06:30,52239,55365
21.06.2021 06:30 - 21.06.2021 06:45,53832,56799
21.06.2021 06:45 - 21.06.2021 07:00,55431,58277
21.06.2021 07:00 - 21.06.2021 07:15,57890,60196
21.06.2021 07:15 - 21.06.2021 07:30,59461,61241
21.06.2021 07:30 - 21.06.2021 07:45,60666,62465
21.06.2021 07:45 - 21.06.2021 08:00,61904,63572
21.06.2021 08:00 - 21.06.2021 08:15,62668,65169
21.06.2021 08:15 - 21.06.2021 08:30,63644,66079
21.06.2021 08:30 - 21.06.2021 08:45,64161,66803
21.06.2021 08:45 - 21.06.2021 09:00,64899,67374
21.06.2021 09:00 - 21.06.2021 09:15,64849,67778
21.06.2021 09:15 - 21.06.2021 09:30,65183,68262
21.06.2021 09:30 - 21.06.2021 09:45,65870,68766
21.06.2021 09:45 - 21.06.2021 10:00,66470,69274
21.06.2021 10:00 - 21.06.2021 10:15,66867,69421
21.06.2021 10:15 - 21.06.2021 10:30,67204,69651
21.06.2021 10:30 - 21.06.2021 10:45,67965,70018
21.06.2021 10:45 - 21.06.2021 11:00,68552,70367
21.06.2021 11:00 - 21.06.2021 11:15,68987,70860
21.06.2021 11:15 - 21.06.2021 11:30,69311,70897
21.06.2021 11:30 - 21.06.2021 11:45,69423,71110
21.06.2021 11:45 - 21.06.2021 12:00,69662,71244
21.06.2021 12:00 - 21.06.2021 12:15,69518,70708
21.06.2021 12:15 - 21.06.2021 12:30,69578,70495
21.06.2021 12:30 - 21.06.2021 12:45,69588,70237
21.06.2021 12:45 - 21.06.2021 13:00,69541,69960
21.06.2021 13:00 - 21.06.2021 13:15,69284,69912
21.06.2021 13:15 - 21.06.2021 13:30,69120,69590
21.06.2021 13:30 - 21.06.2021 13:45,68439,69129
21.06.2021 13:45 - 21.06.2021 14:00,68022,68711
21.06.2021 14:00 - 21.06.2021 14:15,67761,68419
21.06.2021 14:15 - 21.06.2021 14:30,67641,68467
21.06.2021 14:30 - 21.06.2021 14:45,67368,68076
21.06.2021 14:45 - 21.06.2021 15:00,67149,67912
21.06.2021 15:00 - 21.06.2021 15:15,66724,67504
21.06.2021 15:15 - 21.06.2021 15:30,66470,67227
21.06.2021 15:30 - 21.06.2021 15:45,65869,66534
21.06.2021 15:45 - 21.06.2021 16:00,65288,66117
21.06.2021 16:00 - 21.06.2021 16:15,65175,65823
21.06.2021 16:15 - 21.06.2021 16:30,64627,65932
21.06.2021 16:30 - 21.06.2021 16:45,64215,65791
21.06.2021 16:45 - 21.06.2021 17:00,63916,65402
21.06.2021 17:00 - 21.06.2021 17:15,64367,65314
21.06.2021 17:15 - 21.06.2021 17:30,64167,65557
21.06.2021 17:30 - 21.06.2021 17:45,64134,65646
21.06.2021 17:45 - 21.06.2021 18:00,63848,65599
21.06.2021 18:00 - 21.06.2021 18:15,63969,65755
21.06.2021 18:15 - 21.06.2021 18:30,63554,65225
21.06.2021 18:30 - 21.06.2021 18:45,63118,65152
21.06.2021 18:45 - 21.06.2021 19:00,62955,65001
21.06.2021 19:00 - 21.06.2021 19:15,62980,64715
21.06.2021 19:15 - 21.06.2021 19:30,62060,64170
21.06.2021 19:30 - 21.06.2021 19:45,61919,64010
21.06.2021 19:45 - 21.06.2021 20:00,61549,63506
21.06.2021 20:00 - 21.06.2021 20:15,61004,63181
21.06.2021 20:15 - 21.06.2021 20:30,60177,62517
21.06.2021 20:30 - 21.06.2021 20:45,59667,62084
21.06.2021 20:45 - 21.06.2021 21:00,58926,61686
21.06.2021 21:00 - 21.06.2021 21:15,58075,60878
21.06.2021 21:15 - 21.06.2021 21:30,57500,60057
21.06.2021 21:30 - 21.06.2021 21:45,57017,59587
21.06.2021 21:45 - 21.06.2021 22:00,56498,59118
21.06.2021 22:00 - 21.06.2021 22:15,56077,58544
21.06.2021 22:15 - 21.06.2021 22:30,55689,57549
21.06.2021 22:30 - 21.06.2021 22:45,54686,56594
21.06.2021 22:45 - 21.06.2021 23:00,53759,55736
21.06.2021 23:00 - 21.06.2021 23:15,52139,54501
21.06.2021 23:15 - 21.06.2021 23:30,51369,53729
21.06.2021 23:30 - 21.06.2021 23:45,50809,52827
21.06.2021 23:45 - 22.06.2021 00:00,50180,51942
22.06.2021 00:00 - 22.06.2021 00:15,47982,50842
22.06.2021 00:15 - 22.06.2021 00:30,47667,50277
22.06.2021 00:30 - 22.06.2021 00:45,47352,49911
22.06.2021 00:45 - 22.06.2021 01:00,47031,49653
22.06.2021 01:00 - 22.06.2021 01:15,46520,48833
22.06.2021 01:15 - 22.06.2021 01:30,46147,48435
22.06.2021 01:30 - 22.06.2021 01:45,45803,48048
22.06.2021 01:45 - 22.06.2021 02:00,45464,47792
22.06.2021 02:00 - 22.06.2021 02:15,44793,47723
22.06.2021 02:15 - 22.06.2021 02:30,44941,47671
22.06.2021 02:30 - 22.06.2021 02:45,44670,47732
22.06.2021 02:45 - 22.06.2021 03:00,44793,47770
22.06.2021 03:00 - 22.06.2021 03:15,44637,47387
22.06.2021 03:15 - 22.06.2021 03:30,44663,47360
22.06.2021 03:30 - 22.06.2021 03:45,44755,47462
22.06.2021 03:45 - 22.06.2021 04:00,44846,47797
22.06.2021 04:00 - 22.06.2021 04:15,45459,48110
22.06.2021 04:15 - 22.06.2021 04:30,45691,48000
22.06.2021 04:30 - 22.06.2021 04:45,46044,48224
22.06.2021 04:45 - 22.06.2021 05:00,46525,48593
22.06.2021 05:00 - 22.06.2021 05:15,47480,49557
22.06.2021 05:15 - 22.06.2021 05:30,46406,49905
22.06.2021 05:30 - 22.06.2021 05:45,47313,50834
22.06.2021 05:45 - 22.06.2021 06:00,48462,51924
22.06.2021 06:00 - 22.06.2021 06:15,51285,54910
22.06.2021 06:15 - 22.06.2021 06:30,53554,56801
22.06.2021 06:30 - 22.06.2021 06:45,55111,58251
22.06.2021 06:45 - 22.06.2021 07:00,56753,59591
22.06.2021 07:00 - 22.06.2021 07:15,59077,61281
22.06.2021 07:15 - 22.06.2021 07:30,59928,62504
22.06.2021 07:30 - 22.06.2021 07:45,61118,63508
22.06.2021 07:45 - 22.06.2021 08:00,62235,64327
22.06.2021 08:00 - 22.06.2021 08:15,63012,65166
22.06.2021 08:15 - 22.06.2021 08:30,63954,65840
22.06.2021 08:30 - 22.06.2021 08:45,64314,66451
22.06.2021 08:45 - 22.06.2021 09:00,64959,66718
22.06.2021 09:00 - 22.06.2021 09:15,64957,66837
22.06.2021 09:15 - 22.06.2021 09:30,65292,67532
22.06.2021 09:30 - 22.06.2021 09:45,65885,67976
22.06.2021 09:45 - 22.06.2021 10:00,66499,68366
22.06.2021 10:00 - 22.06.2021 10:15,66825,68284
22.06.2021 10:15 - 22.06.2021 10:30,67197,68551
22.06.2021 10:30 - 22.06.2021 10:45,67828,68755
22.06.2021 10:45 - 22.06.2021 11:00,68579,68903
22.06.2021 11:00 - 22.06.2021 11:15,68914,69252
22.06.2021 11:15 - 22.06.2021 11:30,69247,69827
22.06.2021 11:30 - 22.06.2021 11:45,69479,70011
22.06.2021 11:45 - 22.06.2021 12:00,69843,70086
22.06.2021 12:00 - 22.06.2021 12:15,69623,69777
22.06.2021 12:15 - 22.06.2021 12:30,69571,69210
22.06.2021 12:30 - 22.06.2021 12:45,69696,69209
22.06.2021 12:45 - 22.06.2021 13:00,69547,69345
22.06.2021 13:00 - 22.06.2021 13:15,69412,68924
22.06.2021 13:15 - 22.06.2021 13:30,68878,68757
22.06.2021 13:30 - 22.06.2021 13:45,68133,68332
22.06.2021 13:45 - 22.06.2021 14:00,67720,67928
22.06.2021 14:00 - 22.06.2021 14:15,67558,67449
22.06.2021 14:15 - 22.06.2021 14:30,67451,67243
22.06.2021 14:30 - 22.06.2021 14:45,67121,66947
22.06.2021 14:45 - 22.06.2021 15:00,66987,66298
22.06.2021 15:00 - 22.06.2021 15:15,66632,66318
22.06.2021 15:15 - 22.06.2021 15:30,66253,65873
22.06.2021 15:30 - 22.06.2021 15:45,65447,65218
22.06.2021 15:45 - 22.06.2021 16:00,64736,64986
22.06.2021 16:00 - 22.06.2021 16:15,64536,64895
22.06.2021 16:15 - 22.06.2021 16:30,63994,64751
22.06.2021 16:30 - 22.06.2021 16:45,63589,64513
22.06.2021 16:45 - 22.06.2021 17:00,63335,64296
22.06.2021 17:00 - 22.06.2021 17:15,63831,64850
22.06.2021 17:15 - 22.06.2021 17:30,63698,64588
22.06.2021 17:30 - 22.06.2021 17:45,63699,64310
22.06.2021 17:45 - 22.06.2021 18:00,63466,64180
22.06.2021 18:00 - 22.06.2021 18:15,63652,63914
22.06.2021 18:15 - 22.06.2021 18:30,63291,63770
22.06.2021 18:30 - 22.06.2021 18:45,62804,63674
22.06.2021 18:45 - 22.06.2021 19:00,62690,63662
22.06.2021 19:00 - 22.06.2021 19:15,62695,63505
22.06.2021 19:15 - 22.06.2021 19:30,61764,62946
22.06.2021 19:30 - 22.06.2021 19:45,61539,62667
22.06.2021 19:45 - 22.06.2021 20:00,61235,62151
22.06.2021 20:00 - 22.06.2021 20:15,60576,61510
22.06.2021 20:15 - 22.06.2021 20:30,59798,60828
22.06.2021 20:30 - 22.06.2021 20:45,59362,60305
22.06.2021 20:45 - 22.06.2021 21:00,58490,59716
22.06.2021 21:00 - 22.06.2021 21:15,57527,58949
22.06.2021 21:15 - 22.06.2021 21:30,57155,58426
22.06.2021 21:30 - 22.06.2021 21:45,56610,57772
22.06.2021 21:45 - 22.06.2021 22:00,55948,57495
22.06.2021 22:00 - 22.06.2021 22:15,55663,56856
22.06.2021 22:15 - 22.06.2021 22:30,55214,56196
22.06.2021 22:30 - 22.06.2021 22:45,54290,55072
22.06.2021 22:45 - 22.06.2021 23:00,53233,54169
22.06.2021 23:00 - 22.06.2021 23:15,51560,52969
22.06.2021 23:15 - 22.06.2021 23:30,50868,52347
22.06.2021 23:30 - 22.06.2021 23:45,50399,51543
22.06.2021 23:45 - 23.06.2021 00:00,49828,50847
23.06.2021 00:00 - 23.06.2021 00:15,49388,49817
23.06.2021 00:15 - 23.06.2021 00:30,49003,48920
23.06.2021 00:30 - 23.06.2021 00:45,48540,48650
23.06.2021 00:45 - 23.06.2021 01:00,48242,48248
23.06.2021 01:00 - 23.06.2021 01:15,47464,47537
23.06.2021 01:15 - 23.06.2021 01:30,47052,46960
23.06.2021 01:30 - 23.06.2021 01:45,46823,46560
23.06.2021 01:45 - 23.06.2021 02:00,46580,46426
23.06.2021 02:00 - 23.06.2021 02:15,46059,46102
23.06.2021 02:15 - 23.06.2021 02:30,45955,45914
23.06.2021 02:30 - 23.06.2021 02:45,45774,46002
23.06.2021 02:45 - 23.06.2021 03:00,45859,45859
23.06.2021 03:00 - 23.06.2021 03:15,45661,45774
23.06.2021 03:15 - 23.06.2021 03:30,45745,46020
23.06.2021 03:30 - 23.06.2021 03:45,45735,46118
23.06.2021 03:45 - 23.06.2021 04:00,45792,45964
23.06.2021 04:00 - 23.06.2021 04:15,46243,46565
23.06.2021 04:15 - 23.06.2021 04:30,46510,46726
23.06.2021 04:30 - 23.06.2021 04:45,46823,47035
23.06.2021 04:45 - 23.06.2021 05:00,47159,47284
23.06.2021 05:00 - 23.06.2021 05:15,48183,48404
23.06.2021 05:15 - 23.06.2021 05:30,47428,48874
23.06.2021 05:30 - 23.06.2021 05:45,48165,50007
23.06.2021 05:45 - 23.06.2021 06:00,49229,51028
23.06.2021 06:00 - 23.06.2021 06:15,51917,54117
23.06.2021 06:15 - 23.06.2021 06:30,53755,55567
23.06.2021 06:30 - 23.06.2021 06:45,55334,56913
23.06.2021 06:45 - 23.06.2021 07:00,57043,58147
23.06.2021 07:00 - 23.06.2021 07:15,58658,59551
23.06.2021 07:15 - 23.06.2021 07:30,60152,60772
23.06.2021 07:30 - 23.06.2021 07:45,61444,61742
23.06.2021 07:45 - 23.06.2021 08:00,62435,62476
23.06.2021 08:00 - 23.06.2021 08:15,63537,63808
23.06.2021 08:15 - 23.06.2021 08:30,64243,64391
23.06.2021 08:30 - 23.06.2021 08:45,64790,64834
23.06.2021 08:45 - 23.06.2021 09:00,65251,64985
23.06.2021 09:00 - 23.06.2021 09:15,65102,64976
23.06.2021 09:15 - 23.06.2021 09:30,66101,65404
23.06.2021 09:30 - 23.06.2021 09:45,66414,65912
23.06.2021 09:45 - 23.06.2021 10:00,66981,66318
23.06.2021 10:00 - 23.06.2021 10:15,67085,66754
23.06.2021 10:15 - 23.06.2021 10:30,67717,66843
23.06.2021 10:30 - 23.06.2021 10:45,68133,67048
23.06.2021 10:45 - 23.06.2021 11:00,68857,67439
23.06.2021 11:00 - 23.06.2021 11:15,69206,67602
23.06.2021 11:15 - 23.06.2021 11:30,69520,68053
23.06.2021 11:30 - 23.06.2021 11:45,69745,68210
23.06.2021 11:45 - 23.06.2021 12:00,70021,68355
23.06.2021 12:00 - 23.06.2021 12:15,69807,67686
23.06.2021 12:15 - 23.06.2021 12:30,69619,67124
23.06.2021 12:30 - 23.06.2021 12:45,69633,66936
23.06.2021 12:45 - 23.06.2021 13:00,69557,67007
23.06.2021 13:00 - 23.06.2021 13:15,69742,66496
23.06.2021 13:15 - 23.06.2021 13:30,69363,66445
23.06.2021 13:30 - 23.06.2021 13:45,68661,66239
23.06.2021 13:45 - 23.06.2021 14:00,68095,65573
23.06.2021 14:00 - 23.06.2021 14:15,67841,65257
23.06.2021 14:15 - 23.06.2021 14:30,67753,65268
23.06.2021 14:30 - 23.06.2021 14:45,67421,64578
23.06.2021 14:45 - 23.06.2021 15:00,67049,64230
23.06.2021 15:00 - 23.06.2021 15:15,66976,64295
23.06.2021 15:15 - 23.06.2021 15:30,66635,63889
23.06.2021 15:30 - 23.06.2021 15:45,66243,63147
23.06.2021 15:45 - 23.06.2021 16:00,65618,62519
23.06.2021 16:00 - 23.06.2021 16:15,65343,62519
23.06.2021 16:15 - 23.06.2021 16:30,64977,62186
23.06.2021 16:30 - 23.06.2021 16:45,64724,61958
23.06.2021 16:45 - 23.06.2021 17:00,64495,61505
23.06.2021 17:00 - 23.06.2021 17:15,64155,61645
23.06.2021 17:15 - 23.06.2021 17:30,63955,61988
23.06.2021 17:30 - 23.06.2021 17:45,63832,61907
23.06.2021 17:45 - 23.06.2021 18:00,63601,61676
23.06.2021 18:00 - 23.06.2021 18:15,63411,61567
23.06.2021 18:15 - 23.06.2021 18:30,63244,61600
23.06.2021 18:30 - 23.06.2021 18:45,62982,61691
23.06.2021 18:45 - 23.06.2021 19:00,62579,61692
23.06.2021 19:00 - 23.06.2021 19:15,62983,61385
23.06.2021 19:15 - 23.06.2021 19:30,62152,60752
23.06.2021 19:30 - 23.06.2021 19:45,61779,60119
23.06.2021 19:45 - 23.06.2021 20:00,61400,59834
23.06.2021 20:00 - 23.06.2021 20:15,60950,59069
23.06.2021 20:15 - 23.06.2021 20:30,60556,58172
23.06.2021 20:30 - 23.06.2021 20:45,59941,57854
23.06.2021 20:45 - 23.06.2021 21:00,59401,57523
23.06.2021 21:00 - 23.06.2021 21:15,58786,56610
23.06.2021 21:15 - 23.06.2021 21:30,58213,55584
23.06.2021 21:30 - 23.06.2021 21:45,57905,54788
23.06.2021 21:45 - 23.06.2021 22:00,57528,55006
23.06.2021 22:00 - 23.06.2021 22:15,57141,55010
23.06.2021 22:15 - 23.06.2021 22:30,56694,54038
23.06.2021 22:30 - 23.06.2021 22:45,55745,53445
23.06.2021 22:45 - 23.06.2021 23:00,54714,52929
23.06.2021 23:00 - 23.06.2021 23:15,53082,52264
23.06.2021 23:15 - 23.06.2021 23:30,52236,51536
23.06.2021 23:30 - 23.06.2021 23:45,51148,50598
23.06.2021 23:45 - 24.06.2021 00:00,50318,49808
24.06.2021 00:00 - 24.06.2021 00:15,48944,48622
24.06.2021 00:15 - 24.06.2021 00:30,48337,47896
24.06.2021 00:30 - 24.06.2021 00:45,47903,47674
24.06.2021 00:45 - 24.06.2021 01:00,47582,47100
24.06.2021 01:00 - 24.06.2021 01:15,47020,46994
24.06.2021 01:15 - 24.06.2021 01:30,46564,46572
24.06.2021 01:30 - 24.06.2021 01:45,46162,46199
24.06.2021 01:45 - 24.06.2021 02:00,46106,45955
24.06.2021 02:00 - 24.06.2021 02:15,45570,45472
24.06.2021 02:15 - 24.06.2021 02:30,45557,44994
24.06.2021 02:30 - 24.06.2021 02:45,45385,44993
24.06.2021 02:45 - 24.06.2021 03:00,45519,44727
24.06.2021 03:00 - 24.06.2021 03:15,45345,44783
24.06.2021 03:15 - 24.06.2021 03:30,45282,44811
24.06.2021 03:30 - 24.06.2021 03:45,45273,44984
24.06.2021 03:45 - 24.06.2021 04:00,45554,44930
24.06.2021 04:00 - 24.06.2021 04:15,45827,45544
24.06.2021 04:15 - 24.06.2021 04:30,46089,45737
24.06.2021 04:30 - 24.06.2021 04:45,46420,46311
24.06.2021 04:45 - 24.06.2021 05:00,46868,46620
24.06.2021 05:00 - 24.06.2021 05:15,47840,47480
24.06.2021 05:15 - 24.06.2021 05:30,47482,48095
24.06.2021 05:30 - 24.06.2021 05:45,47973,48755
24.06.2021 05:45 - 24.06.2021 06:00,49260,49852
24.06.2021 06:00 - 24.06.2021 06:15,51658,52866
24.06.2021 06:15 - 24.06.2021 06:30,53429,54683
24.06.2021 06:30 - 24.06.2021 06:45,55003,55885
24.06.2021 06:45 - 24.06.2021 07:00,56470,57309
24.06.2021 07:00 - 24.06.2021 07:15,58080,59124
24.06.2021 07:15 - 24.06.2021 07:30,59828,60156
24.06.2021 07:30 - 24.06.2021 07:45,60904,60970
24.06.2021 07:45 - 24.06.2021 08:00,61932,61850
24.06.2021 08:00 - 24.06.2021 08:15,63021,62703
24.06.2021 08:15 - 24.06.2021 08:30,63727,63521
24.06.2021 08:30 - 24.06.2021 08:45,64245,63938
24.06.2021 08:45 - 24.06.2021 09:00,64585,64139
24.06.2021 09:00 - 24.06.2021 09:15,64378,64273
24.06.2021 09:15 - 24.06.2021 09:30,65221,64540
24.06.2021 09:30 - 24.06.2021 09:45,65624,64983
24.06.2021 09:45 - 24.06.2021 10:00,66350,65542
24.06.2021 10:00 - 24.06.2021 10:15,66165,65431
24.06.2021 10:15 - 24.06.2021 10:30,66356,65899
24.06.2021 10:30 - 24.06.2021 10:45,66814,66085
24.06.2021 10:45 - 24.06.2021 11:00,67391,66821
24.06.2021 11:00 - 24.06.2021 11:15,67857,66746
24.06.2021 11:15 - 24.06.2021 11:30,67968,67249
24.06.2021 11:30 - 24.06.2021 11:45,68201,67775
24.06.2021 11:45 - 24.06.2021 12:00,68277,67788
24.06.2021 12:00 - 24.06.2021 12:15,68023,67235
24.06.2021 12:15 - 24.06.2021 12:30,67926,66838
24.06.2021 12:30 - 24.06.2021 12:45,67824,66656
24.06.2021 12:45 - 24.06.2021 13:00,67584,66468
24.06.2021 13:00 - 24.06.2021 13:15,67626,66363
24.06.2021 13:15 - 24.06.2021 13:30,67199,65905
24.06.2021 13:30 - 24.06.2021 13:45,66786,65625
24.06.2021 13:45 - 24.06.2021 14:00,66343,65574
24.06.2021 14:00 - 24.06.2021 14:15,65894,65367
24.06.2021 14:15 - 24.06.2021 14:30,65842,65066
24.06.2021 14:30 - 24.06.2021 14:45,65538,64700
24.06.2021 14:45 - 24.06.2021 15:00,65184,64539
24.06.2021 15:00 - 24.06.2021 15:15,65232,64417
24.06.2021 15:15 - 24.06.2021 15:30,64835,64040
24.06.2021 15:30 - 24.06.2021 15:45,64611,63853
24.06.2021 15:45 - 24.06.2021 16:00,64068,63426
24.06.2021 16:00 - 24.06.2021 16:15,64068,63064
24.06.2021 16:15 - 24.06.2021 16:30,63674,62891
24.06.2021 16:30 - 24.06.2021 16:45,63182,62803
24.06.2021 16:45 - 24.06.2021 17:00,62856,62731
24.06.2021 17:00 - 24.06.2021 17:15,63127,62794
24.06.2021 17:15 - 24.06.2021 17:30,62957,62587
24.06.2021 17:30 - 24.06.2021 17:45,63023,62974
24.06.2021 17:45 - 24.06.2021 18:00,62732,62829
24.06.2021 18:00 - 24.06.2021 18:15,62716,62495
24.06.2021 18:15 - 24.06.2021 18:30,62294,62426
24.06.2021 18:30 - 24.06.2021 18:45,62056,62216
24.06.2021 18:45 - 24.06.2021 19:00,62143,62352
24.06.2021 19:00 - 24.06.2021 19:15,61902,62119
24.06.2021 19:15 - 24.06.2021 19:30,61197,61541
24.06.2021 19:30 - 24.06.2021 19:45,61043,61139
24.06.2021 19:45 - 24.06.2021 20:00,60585,60741
24.06.2021 20:00 - 24.06.2021 20:15,60074,59873
24.06.2021 20:15 - 24.06.2021 20:30,59382,59051
24.06.2021 20:30 - 24.06.2021 20:45,58984,58415
24.06.2021 20:45 - 24.06.2021 21:00,58397,57701
24.06.2021 21:00 - 24.06.2021 21:15,57673,56930
24.06.2021 21:15 - 24.06.2021 21:30,56831,56185
24.06.2021 21:30 - 24.06.2021 21:45,56577,55592
24.06.2021 21:45 - 24.06.2021 22:00,56050,55501
24.06.2021 22:00 - 24.06.2021 22:15,55207,54974
24.06.2021 22:15 - 24.06.2021 22:30,54953,54577
24.06.2021 22:30 - 24.06.2021 22:45,54014,53486
24.06.2021 22:45 - 24.06.2021 23:00,53339,52637
24.06.2021 23:00 - 24.06.2021 23:15,52115,51779
24.06.2021 23:15 - 24.06.2021 23:30,51296,50765
24.06.2021 23:30 - 24.06.2021 23:45,50514,49741
24.06.2021 23:45 - 25.06.2021 00:00,49888,49466
25.06.2021 00:00 - 25.06.2021 00:15,48130,48342
25.06.2021 00:15 - 25.06.2021 00:30,47663,47633
25.06.2021 00:30 - 25.06.2021 00:45,47151,47244
25.06.2021 00:45 - 25.06.2021 01:00,46504,47026
25.06.2021 01:00 - 25.06.2021 01:15,45964,46553
25.06.2021 01:15 - 25.06.2021 01:30,45973,46087
25.06.2021 01:30 - 25.06.2021 01:45,45609,45918
25.06.2021 01:45 - 25.06.2021 02:00,45308,45642
25.06.2021 02:00 - 25.06.2021 02:15,44855,45182
25.06.2021 02:15 - 25.06.2021 02:30,44771,44828
25.06.2021 02:30 - 25.06.2021 02:45,44627,45063
25.06.2021 02:45 - 25.06.2021 03:00,44742,45058
25.06.2021 03:00 - 25.06.2021 03:15,44546,45175
25.06.2021 03:15 - 25.06.2021 03:30,44680,45309
25.06.2021 03:30 - 25.06.2021 03:45,44725,45379
25.06.2021 03:45 - 25.06.2021 04:00,44760,45531
25.06.2021 04:00 - 25.06.2021 04:15,45262,46322
25.06.2021 04:15 - 25.06.2021 04:30,45595,46343
25.06.2021 04:30 - 25.06.2021 04:45,45860,46647
25.06.2021 04:45 - 25.06.2021 05:00,46269,46945
25.06.2021 05:00 - 25.06.2021 05:15,46924,47780
25.06.2021 05:15 - 25.06.2021 05:30,46609,48236
25.06.2021 05:30 - 25.06.2021 05:45,47732,48869
25.06.2021 05:45 - 25.06.2021 06:00,48736,50183
25.06.2021 06:00 - 25.06.2021 06:15,51221,53141
25.06.2021 06:15 - 25.06.2021 06:30,53442,54915
25.06.2021 06:30 - 25.06.2021 06:45,54672,56337
25.06.2021 06:45 - 25.06.2021 07:00,56098,57429
25.06.2021 07:00 - 25.06.2021 07:15,57811,59440
25.06.2021 07:15 - 25.06.2021 07:30,59007,60890
25.06.2021 07:30 - 25.06.2021 07:45,60037,61797
25.06.2021 07:45 - 25.06.2021 08:00,60947,62715
25.06.2021 08:00 - 25.06.2021 08:15,61843,63255
25.06.2021 08:15 - 25.06.2021 08:30,62348,64048
25.06.2021 08:30 - 25.06.2021 08:45,62806,64468
25.06.2021 08:45 - 25.06.2021 09:00,63156,64608
25.06.2021 09:00 - 25.06.2021 09:15,63068,64477
25.06.2021 09:15 - 25.06.2021 09:30,63769,64951
25.06.2021 09:30 - 25.06.2021 09:45,64189,65499
25.06.2021 09:45 - 25.06.2021 10:00,64751,65801
25.06.2021 10:00 - 25.06.2021 10:15,64688,65814
25.06.2021 10:15 - 25.06.2021 10:30,65047,66001
25.06.2021 10:30 - 25.06.2021 10:45,65476,66468
25.06.2021 10:45 - 25.06.2021 11:00,65843,66697
25.06.2021 11:00 - 25.06.2021 11:15,66184,66995
25.06.2021 11:15 - 25.06.2021 11:30,66570,67439
25.06.2021 11:30 - 25.06.2021 11:45,66970,67328
25.06.2021 11:45 - 25.06.2021 12:00,67295,67266
25.06.2021 12:00 - 25.06.2021 12:15,67166,66766
25.06.2021 12:15 - 25.06.2021 12:30,67137,66691
25.06.2021 12:30 - 25.06.2021 12:45,67181,66512
25.06.2021 12:45 - 25.06.2021 13:00,66855,66356
25.06.2021 13:00 - 25.06.2021 13:15,66008,65989
25.06.2021 13:15 - 25.06.2021 13:30,65708,65408
25.06.2021 13:30 - 25.06.2021 13:45,65280,64718
25.06.2021 13:45 - 25.06.2021 14:00,64689,64067
25.06.2021 14:00 - 25.06.2021 14:15,64369,63465
25.06.2021 14:15 - 25.06.2021 14:30,64205,63450
25.06.2021 14:30 - 25.06.2021 14:45,64019,63132
25.06.2021 14:45 - 25.06.2021 15:00,63417,62725
25.06.2021 15:00 - 25.06.2021 15:15,63495,62454
25.06.2021 15:15 - 25.06.2021 15:30,63280,61969
25.06.2021 15:30 - 25.06.2021 15:45,62699,61347
25.06.2021 15:45 - 25.06.2021 16:00,61959,61104
25.06.2021 16:00 - 25.06.2021 16:15,62050,60801
25.06.2021 16:15 - 25.06.2021 16:30,61657,60799
25.06.2021 16:30 - 25.06.2021 16:45,61262,60747
25.06.2021 16:45 - 25.06.2021 17:00,61087,60523
25.06.2021 17:00 - 25.06.2021 17:15,61396,60633
25.06.2021 17:15 - 25.06.2021 17:30,61291,60607
25.06.2021 17:30 - 25.06.2021 17:45,61168,60642
25.06.2021 17:45 - 25.06.2021 18:00,60736,60751
25.06.2021 18:00 - 25.06.2021 18:15,60554,60424
25.06.2021 18:15 - 25.06.2021 18:30,59824,60279
25.06.2021 18:30 - 25.06.2021 18:45,59781,60113
25.06.2021 18:45 - 25.06.2021 19:00,59519,59846
